player,shot,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Nitish Kumar Reddy,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Nitish Kumar Reddy,Upper Cut,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Nitish Rana,Unknown,61,34,1,1,0,11,14,2,179.41,100.0,0.0,32.35,41.18
Nitish Rana,Cover Drive,30,14,14,13,1,5,5,1,214.29,92.86,7.14,35.71,35.71
Nitish Rana,Pull,27,8,8,7,1,5,0,0,337.5,87.5,12.5,62.5,0.0
Nitish Rana,Flick,16,15,15,13,2,2,5,0,106.67,86.67,13.33,13.33,33.33
Nitish Rana,Cut Shot,12,5,5,3,2,3,2,0,240.0,60.0,40.0,60.0,40.0
Nitish Rana,Slog Sweep,12,2,2,1,1,2,0,0,600.0,50.0,50.0,100.0,0.0
Nitish Rana,Hook,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Nitish Rana,Square Drive,7,3,3,3,0,1,0,0,233.33,100.0,0.0,33.33,0.0
Nitish Rana,On Drive,6,7,7,4,3,0,1,1,85.71,57.14,42.86,0.0,14.29
Nitish Rana,Straight Drive,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Nitish Rana,Slog Shot,4,6,6,1,5,0,2,1,66.67,16.67,83.33,0.0,33.33
Nitish Rana,Paddle Sweep,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Nitish Rana,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Nitish Rana,Push,2,6,6,3,3,0,4,0,33.33,50.0,50.0,0.0,66.67
Nitish Rana,Sweep Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nitish Rana,Left Alone,0,7,7,6,1,0,7,0,0.0,85.71,14.29,0.0,100.0
Nitish Rana,Defended,0,5,5,2,3,0,5,1,0.0,40.0,60.0,0.0,100.0
Nitish Rana,Leg Glance,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Nitish Rana,Steered,0,2,2,1,1,0,2,1,0.0,50.0,50.0,0.0,100.0
Nitish Rana,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Noor Ahmad,Slog Shot,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Noor Ahmad,On Drive,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Noor Ahmad,Cut Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Noor Ahmad,Unknown,1,1,0,0,0,0,0,0,100.0,,,0.0,0.0
Noor Ahmad,Pull,0,3,3,0,3,0,3,1,0.0,0.0,100.0,0.0,100.0
Noor Ahmad,Push,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Noor Ahmad,Hook,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Noor Ahmad,Cover Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Noor Ahmad,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Noor Ahmad,Flick,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Pat Cummins,Pull,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Pat Cummins,Flick,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Pat Cummins,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Pat Cummins,Cover Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Pat Cummins,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Pat Cummins,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Pat Cummins,Straight Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Pathum Nissanka,Unknown,93,60,0,0,0,15,22,3,155.0,,,25.0,36.67
Pathum Nissanka,Pull,26,10,10,8,2,4,2,0,260.0,80.0,20.0,40.0,20.0
Pathum Nissanka,On Drive,21,10,10,9,1,4,3,1,210.0,90.0,10.0,40.0,30.0
Pathum Nissanka,Flick,18,13,13,9,4,2,5,1,138.46,69.23,30.77,15.38,38.46
Pathum Nissanka,Slog Shot,12,4,4,3,1,3,1,1,300.0,75.0,25.0,75.0,25.0
Pathum Nissanka,Cover Drive,10,7,7,5,2,2,3,0,142.86,71.43,28.57,28.57,42.86
Pathum Nissanka,Cut Shot,8,9,9,6,3,0,3,0,88.89,66.67,33.33,0.0,33.33
Pathum Nissanka,Steered,8,3,3,3,0,2,1,0,266.67,100.0,0.0,66.67,33.33
Pathum Nissanka,Hook,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Pathum Nissanka,Push,3,3,3,2,1,0,1,0,100.0,66.67,33.33,0.0,33.33
Pathum Nissanka,Sweep Shot,3,2,2,2,0,0,0,0,150.0,100.0,0.0,0.0,0.0
Pathum Nissanka,Square Drive,1,3,3,2,1,0,2,0,33.33,66.67,33.33,0.0,66.67
Pathum Nissanka,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Pathum Nissanka,Leg Glance,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Pathum Nissanka,Left Alone,0,2,2,1,1,0,2,1,0.0,50.0,50.0,0.0,100.0
Pathum Nissanka,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Pathum Nissanka,Reverse Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Phil Salt,Pull,59,18,18,12,6,10,5,1,327.78,66.67,33.33,55.56,27.78
Phil Salt,On Drive,29,23,23,18,5,3,7,1,126.09,78.26,21.74,13.04,30.43
Phil Salt,Cover Drive,28,20,20,15,5,4,7,2,140.0,75.0,25.0,20.0,35.0
Phil Salt,Cut Shot,23,17,17,13,4,3,5,0,135.29,76.47,23.53,17.65,29.41
Phil Salt,Flick,17,14,14,10,4,0,2,0,121.43,71.43,28.57,0.0,14.29
Phil Salt,Square Drive,11,3,3,3,0,2,0,0,366.67,100.0,0.0,66.67,0.0
Phil Salt,Slog Sweep,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Phil Salt,Unknown,7,8,0,0,0,1,5,1,87.5,,,12.5,62.5
Phil Salt,Steered,6,5,5,5,0,0,1,0,120.0,100.0,0.0,0.0,20.0
Phil Salt,Slog Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Phil Salt,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Phil Salt,Push,1,3,3,2,1,0,2,0,33.33,66.67,33.33,0.0,66.67
Phil Salt,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Phil Salt,Defended,0,2,2,1,1,0,2,1,0.0,50.0,50.0,0.0,100.0
Phil Salt,Leg Glance,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Phil Salt,Paddle Sweep,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Prabhsimran Singh,Unknown,135,66,2,1,1,22,12,1,204.55,50.0,50.0,33.33,18.18
Prabhsimran Singh,Pull,39,14,14,6,8,7,3,1,278.57,42.86,57.14,50.0,21.43
Prabhsimran Singh,Cover Drive,31,21,21,14,7,6,9,3,147.62,66.67,33.33,28.57,42.86
Prabhsimran Singh,Flick,30,23,23,21,2,2,4,1,130.43,91.3,8.7,8.7,17.39
Prabhsimran Singh,On Drive,24,21,21,19,2,2,5,0,114.29,90.48,9.52,9.52,23.81
Prabhsimran Singh,Slog Shot,21,11,11,4,7,3,5,1,190.91,36.36,63.64,27.27,45.45
Prabhsimran Singh,Cut Shot,17,14,14,8,6,2,6,0,121.43,57.14,42.86,14.29,42.86
Prabhsimran Singh,Square Drive,15,8,8,6,2,3,3,0,187.5,75.0,25.0,37.5,37.5
Prabhsimran Singh,Straight Drive,13,4,4,4,0,3,0,0,325.0,100.0,0.0,75.0,0.0
Prabhsimran Singh,Slog Sweep,12,3,3,2,1,2,1,0,400.0,66.67,33.33,66.67,33.33
Prabhsimran Singh,Upper Cut,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Prabhsimran Singh,Sweep Shot,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Prabhsimran Singh,Push,4,5,5,3,2,0,1,0,80.0,60.0,40.0,0.0,20.0
Prabhsimran Singh,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Prabhsimran Singh,Reverse Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Prabhsimran Singh,Dab,1,3,3,2,1,0,2,0,33.33,66.67,33.33,0.0,66.67
Prabhsimran Singh,Defended,0,4,4,3,1,0,4,0,0.0,75.0,25.0,0.0,100.0
Prabhsimran Singh,Steered,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Prabhsimran Singh,Late Cut,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Prabhsimran Singh,Leg Glance,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Praful Hinge,Unknown,0,1,0,0,0,0,1,0,0.0,,,0.0,100.0
Prashant Veer,Slog Shot,11,3,3,2,1,2,0,0,366.67,66.67,33.33,66.67,0.0
Prashant Veer,Cut Shot,8,2,2,1,1,2,0,0,400.0,50.0,50.0,100.0,0.0
Prashant Veer,Cover Drive,6,4,4,3,1,1,1,1,150.0,75.0,25.0,25.0,25.0
Prashant Veer,Pull,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Prashant Veer,Flick,4,4,4,4,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Prashant Veer,Unknown,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Prashant Veer,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Prashant Veer,Steered,3,6,6,3,3,0,3,0,50.0,50.0,50.0,0.0,50.0
Prashant Veer,On Drive,3,3,3,2,1,0,0,0,100.0,66.67,33.33,0.0,0.0
Prashant Veer,Hook,1,2,2,0,2,0,1,0,50.0,0.0,100.0,0.0,50.0
Prashant Veer,Push,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Prashant Veer,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Prashant Veer,Ramp,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Prashant Veer,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Prince Yadav,Unknown,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Priyansh Arya,Unknown,76,30,1,1,0,14,10,2,253.33,100.0,0.0,46.67,33.33
Priyansh Arya,Pull,58,16,16,9,7,9,3,2,362.5,56.25,43.75,56.25,18.75
Priyansh Arya,Cover Drive,25,9,9,8,1,5,3,0,277.78,88.89,11.11,55.56,33.33
Priyansh Arya,Cut Shot,24,8,8,5,3,4,1,0,300.0,62.5,37.5,50.0,12.5
Priyansh Arya,Straight Drive,24,6,6,5,1,4,0,0,400.0,83.33,16.67,66.67,0.0
Priyansh Arya,Flick,17,8,8,6,2,2,2,0,212.5,75.0,25.0,25.0,25.0
Priyansh Arya,On Drive,12,11,11,9,2,1,4,2,109.09,81.82,18.18,9.09,36.36
Priyansh Arya,Slog Sweep,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Priyansh Arya,Push,8,7,7,5,2,1,2,0,114.29,71.43,28.57,14.29,28.57
Priyansh Arya,Square Drive,7,4,4,4,0,1,0,0,175.0,100.0,0.0,25.0,0.0
Priyansh Arya,Slog Shot,7,3,3,1,2,1,1,1,233.33,33.33,66.67,33.33,33.33
Priyansh Arya,Sweep Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Priyansh Arya,Dab,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Priyansh Arya,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Priyansh Arya,Steered,3,4,4,3,1,0,1,0,75.0,75.0,25.0,0.0,25.0
Priyansh Arya,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Priyansh Arya,Upper Cut,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Quinton de Kock,Unknown,112,60,0,0,0,15,12,0,186.67,,,25.0,20.0
Quinton de Kock,Flick,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Quinton de Kock,Sweep Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Quinton de Kock,Cut Shot,5,7,7,5,2,1,5,0,71.43,71.43,28.57,14.29,71.43
Quinton de Kock,On Drive,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Quinton de Kock,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Quinton de Kock,Cover Drive,0,3,3,1,2,0,3,1,0.0,33.33,66.67,0.0,100.0
Quinton de Kock,Pull,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Quinton de Kock,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Quinton de Kock,Steered,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Rahul Tewatia,Flick,14,12,12,9,3,2,4,0,116.67,75.0,25.0,16.67,33.33
Rahul Tewatia,Pull,10,8,8,5,3,1,2,1,125.0,62.5,37.5,12.5,25.0
Rahul Tewatia,Reverse Sweep,10,2,2,1,1,2,0,0,500.0,50.0,50.0,100.0,0.0
Rahul Tewatia,Cover Drive,8,5,5,3,2,1,1,0,160.0,60.0,40.0,20.0,20.0
Rahul Tewatia,On Drive,8,5,5,3,2,1,0,0,160.0,60.0,40.0,20.0,0.0
Rahul Tewatia,Cut Shot,6,8,8,6,2,0,2,1,75.0,75.0,25.0,0.0,25.0
Rahul Tewatia,Ramp,5,2,2,1,1,1,0,0,250.0,50.0,50.0,50.0,0.0
Rahul Tewatia,Push,4,6,6,6,0,0,2,0,66.67,100.0,0.0,0.0,33.33
Rahul Tewatia,Slog Sweep,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Rahul Tewatia,Leg Glance,3,2,2,2,0,0,0,0,150.0,100.0,0.0,0.0,0.0
Rahul Tewatia,Dab,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Rahul Tewatia,Late Cut,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Rahul Tewatia,Sweep Shot,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Rahul Tewatia,Paddle Sweep,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Rahul Tewatia,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Rahul Tewatia,Left Alone,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Rahul Tewatia,Steered,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Rajat Patidar,On Drive,61,35,35,26,9,8,8,4,174.29,74.29,25.71,22.86,22.86
Rajat Patidar,Pull,36,10,10,6,4,6,2,1,360.0,60.0,40.0,60.0,20.0
Rajat Patidar,Slog Shot,34,8,8,5,3,6,2,0,425.0,62.5,37.5,75.0,25.0
Rajat Patidar,Cover Drive,31,14,14,13,1,5,3,1,221.43,92.86,7.14,35.71,21.43
Rajat Patidar,Unknown,27,13,0,0,0,4,4,1,207.69,,,30.77,30.77
Rajat Patidar,Square Drive,17,7,7,7,0,2,0,0,242.86,100.0,0.0,28.57,0.0
Rajat Patidar,Cut Shot,13,5,5,3,2,3,1,0,260.0,60.0,40.0,60.0,20.0
Rajat Patidar,Flick,10,11,11,9,2,0,1,0,90.91,81.82,18.18,0.0,9.09
Rajat Patidar,Straight Drive,8,3,3,3,0,2,1,0,266.67,100.0,0.0,66.67,33.33
Rajat Patidar,Slog Sweep,7,3,3,2,1,1,1,0,233.33,66.67,33.33,33.33,33.33
Rajat Patidar,Reverse Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Rajat Patidar,Push,5,8,8,5,3,0,4,0,62.5,62.5,37.5,0.0,50.0
Rajat Patidar,Steered,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Rajat Patidar,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Rajat Patidar,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Rajat Patidar,Reverse Pull,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Rajat Patidar,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Ramandeep Singh,Pull,23,11,11,4,7,3,2,0,209.09,36.36,63.64,27.27,18.18
Ramandeep Singh,Cut Shot,14,10,10,9,1,2,2,1,140.0,90.0,10.0,20.0,20.0
Ramandeep Singh,Flick,13,12,12,10,2,0,2,0,108.33,83.33,16.67,0.0,16.67
Ramandeep Singh,Upper Cut,8,2,2,2,0,2,0,0,400.0,100.0,0.0,100.0,0.0
Ramandeep Singh,Cover Drive,5,6,6,4,2,1,4,1,83.33,66.67,33.33,16.67,66.67
Ramandeep Singh,Square Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Ramandeep Singh,Reverse Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Ramandeep Singh,On Drive,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ramandeep Singh,Dab,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Ramandeep Singh,Push,1,4,4,2,2,0,3,0,25.0,50.0,50.0,0.0,75.0
Ramandeep Singh,Steered,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Ramandeep Singh,Late Cut,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ramandeep Singh,Leg Glance,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ramandeep Singh,Slog Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Ramandeep Singh,Defended,0,5,5,4,1,0,5,0,0.0,80.0,20.0,0.0,100.0
Ramandeep Singh,Slog Sweep,0,2,2,0,2,0,2,2,0.0,0.0,100.0,0.0,100.0
Ramandeep Singh,Reverse Scoop,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ramandeep Singh,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Rashid Khan,Cover Drive,8,5,5,3,2,1,1,2,160.0,60.0,40.0,20.0,20.0
Rashid Khan,Steered,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Rashid Khan,Sweep Shot,5,3,3,3,0,0,0,0,166.67,100.0,0.0,0.0,0.0
Rashid Khan,Defended,4,4,4,3,1,1,3,0,100.0,75.0,25.0,25.0,75.0
Rashid Khan,Cut Shot,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Rashid Khan,Flick,3,4,4,2,2,0,2,0,75.0,50.0,50.0,0.0,50.0
Rashid Khan,Push,3,4,4,4,0,0,1,0,75.0,100.0,0.0,0.0,25.0
Rashid Khan,On Drive,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Rashid Khan,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Rashid Khan,Unknown,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Ravi Bishnoi,On Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Ravi Bishnoi,Steered,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ravi Bishnoi,Unknown,0,1,0,0,0,0,1,1,0.0,,,0.0,100.0
Ravichandran Smaran,Pull,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Ravichandran Smaran,Cover Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Ravichandran Smaran,Flick,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Ravichandran Smaran,On Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ravindra Jadeja,Unknown,45,33,1,0,1,5,8,1,136.36,0.0,100.0,15.15,24.24
Ravindra Jadeja,Flick,27,24,24,20,4,1,5,0,112.5,83.33,16.67,4.17,20.83
Ravindra Jadeja,Pull,27,12,12,8,4,3,0,0,225.0,66.67,33.33,25.0,0.0
Ravindra Jadeja,On Drive,10,10,10,9,1,1,3,0,100.0,90.0,10.0,10.0,30.0
Ravindra Jadeja,Cut Shot,9,12,12,9,3,0,5,0,75.0,75.0,25.0,0.0,41.67
Ravindra Jadeja,Dab,9,7,7,6,1,1,1,1,128.57,85.71,14.29,14.29,14.29
Ravindra Jadeja,Slog Shot,6,2,2,2,0,1,0,0,300.0,100.0,0.0,50.0,0.0
Ravindra Jadeja,Straight Drive,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Ravindra Jadeja,Defended,4,3,3,2,1,1,2,0,133.33,66.67,33.33,33.33,66.67
Ravindra Jadeja,Cover Drive,3,2,2,1,1,0,0,0,150.0,50.0,50.0,0.0,0.0
Ravindra Jadeja,Paddle Sweep,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Ravindra Jadeja,Sweep Shot,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Ravindra Jadeja,Ramp,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ravindra Jadeja,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ravindra Jadeja,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Ravindra Jadeja,Push,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Ravindra Jadeja,Hook,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ravindra Jadeja,Square Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Rinku Singh,Cover Drive,48,23,23,19,4,8,5,0,208.7,82.61,17.39,34.78,21.74
Rinku Singh,Cut Shot,32,26,26,21,5,5,10,2,123.08,80.77,19.23,19.23,38.46
Rinku Singh,Flick,31,26,26,22,4,1,4,0,119.23,84.62,15.38,3.85,15.38
Rinku Singh,Pull,30,18,18,11,7,5,6,0,166.67,61.11,38.89,27.78,33.33
Rinku Singh,On Drive,19,15,15,13,2,1,1,1,126.67,86.67,13.33,6.67,6.67
Rinku Singh,Square Drive,17,9,9,9,0,2,0,0,188.89,100.0,0.0,22.22,0.0
Rinku Singh,Slog Sweep,14,3,3,2,1,2,0,0,466.67,66.67,33.33,66.67,0.0
Rinku Singh,Slog Shot,12,6,6,2,4,2,4,1,200.0,33.33,66.67,33.33,66.67
Rinku Singh,Hook,12,3,3,3,0,3,0,0,400.0,100.0,0.0,100.0,0.0
Rinku Singh,Steered,4,6,6,4,2,0,2,1,66.67,66.67,33.33,0.0,33.33
Rinku Singh,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Rinku Singh,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Rinku Singh,Defended,2,6,6,4,2,0,4,0,33.33,66.67,33.33,0.0,66.67
Rinku Singh,Push,2,5,5,4,1,0,3,0,40.0,80.0,20.0,0.0,60.0
Rinku Singh,Dab,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Rinku Singh,Sweep Shot,1,3,3,2,1,0,2,0,33.33,66.67,33.33,0.0,66.67
Rinku Singh,Leg Glance,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Rinku Singh,Paddle Sweep,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Rinku Singh,Reverse Sweep,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Rinku Singh,Left Alone,0,5,5,5,0,0,5,0,0.0,100.0,0.0,0.0,100.0
Rishabh Pant,On Drive,47,21,21,18,3,8,7,0,223.81,85.71,14.29,38.1,33.33
Rishabh Pant,Pull,39,24,24,15,9,5,4,1,162.5,62.5,37.5,20.83,16.67
Rishabh Pant,Flick,32,26,26,20,6,3,5,0,123.08,76.92,23.08,11.54,19.23
Rishabh Pant,Cover Drive,23,18,18,15,3,3,7,1,127.78,83.33,16.67,16.67,38.89
Rishabh Pant,Cut Shot,12,19,19,15,4,0,8,0,63.16,78.95,21.05,0.0,42.11
Rishabh Pant,Slog Shot,8,4,4,2,2,1,1,0,200.0,50.0,50.0,25.0,25.0
Rishabh Pant,Straight Drive,8,3,3,3,0,2,1,0,266.67,100.0,0.0,66.67,33.33
Rishabh Pant,Unknown,5,8,2,1,1,1,6,1,62.5,50.0,50.0,12.5,75.0
Rishabh Pant,Steered,4,5,5,4,1,0,1,1,80.0,80.0,20.0,0.0,20.0
Rishabh Pant,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Rishabh Pant,Push,2,4,4,3,1,0,2,0,50.0,75.0,25.0,0.0,50.0
Rishabh Pant,Slog Sweep,2,2,2,1,1,0,1,1,100.0,50.0,50.0,0.0,50.0
Rishabh Pant,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Rishabh Pant,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Rishabh Pant,Sweep Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Rishabh Pant,Defended,0,6,6,4,2,0,6,0,0.0,66.67,33.33,0.0,100.0
Rishabh Pant,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Rishabh Pant,Ramp,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Rishabh Pant,Reverse Scoop,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Rishabh Pant,Reverse Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Riyan Parag,Flick,46,23,23,17,6,6,5,1,200.0,73.91,26.09,26.09,21.74
Riyan Parag,On Drive,33,29,29,26,3,2,6,1,113.79,89.66,10.34,6.9,20.69
Riyan Parag,Pull,30,10,10,8,2,5,1,0,300.0,80.0,20.0,50.0,10.0
Riyan Parag,Cover Drive,21,15,15,14,1,3,7,0,140.0,93.33,6.67,20.0,46.67
Riyan Parag,Reverse Sweep,20,7,7,3,4,4,3,0,285.71,42.86,57.14,57.14,42.86
Riyan Parag,Slog Shot,12,8,8,2,6,2,6,4,150.0,25.0,75.0,25.0,75.0
Riyan Parag,Push,9,8,8,8,0,0,0,0,112.5,100.0,0.0,0.0,0.0
Riyan Parag,Steered,8,6,6,5,1,1,2,0,133.33,83.33,16.67,16.67,33.33
Riyan Parag,Cut Shot,5,3,3,1,2,1,1,0,166.67,33.33,66.67,33.33,33.33
Riyan Parag,Unknown,4,6,0,0,0,1,5,1,66.67,,,16.67,83.33
Riyan Parag,Ramp,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Riyan Parag,Straight Drive,4,2,2,2,0,1,1,0,200.0,100.0,0.0,50.0,50.0
