player,shot,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Devdutt Padikkal,Steered,10,8,8,6,2,1,1,0,125.0,75.0,25.0,12.5,12.5
Devdutt Padikkal,Slog Sweep,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Devdutt Padikkal,Straight Drive,9,3,3,3,0,2,0,0,300.0,100.0,0.0,66.67,0.0
Devdutt Padikkal,Sweep Shot,9,3,3,1,2,1,0,0,300.0,33.33,66.67,33.33,0.0
Devdutt Padikkal,Slog Shot,6,2,1,1,0,1,1,1,300.0,100.0,0.0,50.0,50.0
Devdutt Padikkal,Square Drive,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Devdutt Padikkal,Leg Glance,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Devdutt Padikkal,Dab,4,5,5,5,0,0,1,0,80.0,100.0,0.0,0.0,20.0
Devdutt Padikkal,Upper Cut,4,3,3,1,2,1,2,0,133.33,33.33,66.67,33.33,66.67
Devdutt Padikkal,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Devdutt Padikkal,Push,2,7,7,5,2,0,5,0,28.57,71.43,28.57,0.0,71.43
Devdutt Padikkal,Defended,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Devdutt Padikkal,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Dewald Brevis,On Drive,18,10,10,9,1,2,3,0,180.0,90.0,10.0,20.0,30.0
Dewald Brevis,Cut Shot,16,7,7,7,0,3,0,0,228.57,100.0,0.0,42.86,0.0
Dewald Brevis,Pull,12,4,4,1,3,2,0,0,300.0,25.0,75.0,50.0,0.0
Dewald Brevis,Cover Drive,9,9,9,6,3,1,5,1,100.0,66.67,33.33,11.11,55.56
Dewald Brevis,Flick,4,7,7,4,3,0,3,0,57.14,57.14,42.86,0.0,42.86
Dewald Brevis,Slog Shot,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Dewald Brevis,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Dewald Brevis,Defended,0,4,4,3,1,0,4,0,0.0,75.0,25.0,0.0,100.0
Dewald Brevis,Unknown,0,4,0,0,0,0,4,1,0.0,,,0.0,100.0
Dewald Brevis,Left Alone,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Dewald Brevis,Straight Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Dewald Brevis,Upper Cut,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Dhruv Jurel,Flick,75,39,39,36,3,9,8,1,192.31,92.31,7.69,23.08,20.51
Dhruv Jurel,On Drive,52,34,34,32,2,5,3,0,152.94,94.12,5.88,14.71,8.82
Dhruv Jurel,Pull,52,28,28,20,8,8,5,2,185.71,71.43,28.57,28.57,17.86
Dhruv Jurel,Cut Shot,33,24,24,18,6,6,10,0,137.5,75.0,25.0,25.0,41.67
Dhruv Jurel,Cover Drive,26,14,14,11,3,5,4,0,185.71,78.57,21.43,35.71,28.57
Dhruv Jurel,Straight Drive,10,4,4,3,1,1,0,0,250.0,75.0,25.0,25.0,0.0
Dhruv Jurel,Steered,8,13,13,9,4,0,5,0,61.54,69.23,30.77,0.0,38.46
Dhruv Jurel,Square Drive,8,2,2,2,0,2,0,0,400.0,100.0,0.0,100.0,0.0
Dhruv Jurel,Leg Glance,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Dhruv Jurel,Slog Shot,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
Dhruv Jurel,Push,4,12,12,10,2,0,8,1,33.33,83.33,16.67,0.0,66.67
Dhruv Jurel,Reverse Sweep,4,3,3,1,2,1,2,1,133.33,33.33,66.67,33.33,66.67
Dhruv Jurel,Late Cut,4,2,2,2,0,1,1,0,200.0,100.0,0.0,50.0,50.0
Dhruv Jurel,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Dhruv Jurel,Paddle Sweep,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Dhruv Jurel,Defended,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Dhruv Jurel,Unknown,0,3,1,0,1,0,3,2,0.0,0.0,100.0,0.0,100.0
Dhruv Jurel,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Dhruv Jurel,Sweep Shot,0,1,0,0,0,0,1,0,0.0,,,0.0,100.0
Dhruv Jurel,Upper Cut,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Digvesh Rathi,Defended,2,2,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Digvesh Rathi,Unknown,0,3,0,0,0,0,3,0,0.0,,,0.0,100.0
Donovan Ferreira,Unknown,69,44,0,0,0,11,17,1,156.82,,,25.0,38.64
Donovan Ferreira,On Drive,51,19,19,16,3,7,1,1,268.42,84.21,15.79,36.84,5.26
Donovan Ferreira,Pull,42,17,17,12,5,7,3,1,247.06,70.59,29.41,41.18,17.65
Donovan Ferreira,Cover Drive,20,10,10,8,2,3,4,0,200.0,80.0,20.0,30.0,40.0
Donovan Ferreira,Slog Shot,14,7,7,1,6,3,4,0,200.0,14.29,85.71,42.86,57.14
Donovan Ferreira,Cut Shot,8,4,4,3,1,2,2,0,200.0,75.0,25.0,50.0,50.0
Donovan Ferreira,Slog Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Donovan Ferreira,Flick,5,10,10,6,4,0,5,1,50.0,60.0,40.0,0.0,50.0
Donovan Ferreira,Square Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Donovan Ferreira,Straight Drive,4,3,3,3,0,1,2,0,133.33,100.0,0.0,33.33,66.67
Donovan Ferreira,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Donovan Ferreira,Push,1,4,4,3,1,0,3,0,25.0,75.0,25.0,0.0,75.0
Donovan Ferreira,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Donovan Ferreira,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Donovan Ferreira,Ramp,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Donovan Ferreira,Upper Cut,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Dushmantha Chameera,Flick,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Dushmantha Chameera,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Eshan Malinga,On Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Eshan Malinga,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Eshan Malinga,Cover Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Eshan Malinga,Cut Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Eshan Malinga,Defended,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Eshan Malinga,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Finn Allen,Pull,54,12,12,11,1,11,1,1,450.0,91.67,8.33,91.67,8.33
Finn Allen,Slog Shot,18,10,10,1,9,4,6,2,180.0,10.0,90.0,40.0,60.0
Finn Allen,On Drive,13,12,12,8,4,2,6,3,108.33,66.67,33.33,16.67,50.0
Finn Allen,Cover Drive,8,4,4,3,1,2,2,0,200.0,75.0,25.0,50.0,50.0
Finn Allen,Unknown,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Finn Allen,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Finn Allen,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Finn Allen,Flick,3,5,5,4,1,0,2,0,60.0,80.0,20.0,0.0,40.0
Finn Allen,Push,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Finn Allen,Square Drive,1,2,2,0,2,0,1,0,50.0,0.0,100.0,0.0,50.0
Finn Allen,Cut Shot,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Finn Allen,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
George Linde,Flick,8,5,5,3,2,2,3,1,160.0,60.0,40.0,40.0,60.0
George Linde,Unknown,7,7,0,0,0,1,4,1,100.0,,,14.29,57.14
George Linde,Pull,4,4,4,1,3,0,1,0,100.0,25.0,75.0,0.0,25.0
George Linde,Cover Drive,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
George Linde,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
George Linde,Slog Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
George Linde,On Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Glenn Phillips,Flick,14,9,9,9,0,1,1,0,155.56,100.0,0.0,11.11,11.11
Glenn Phillips,On Drive,12,16,16,13,3,0,5,2,75.0,81.25,18.75,0.0,31.25
Glenn Phillips,Cover Drive,9,7,7,6,1,1,1,0,128.57,85.71,14.29,14.29,14.29
Glenn Phillips,Cut Shot,9,4,4,4,0,1,0,0,225.0,100.0,0.0,25.0,0.0
Glenn Phillips,Straight Drive,7,4,4,4,0,1,1,0,175.0,100.0,0.0,25.0,25.0
Glenn Phillips,Slog Shot,6,3,3,1,2,1,2,1,200.0,33.33,66.67,33.33,66.67
Glenn Phillips,Hook,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Glenn Phillips,Leg Glance,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Glenn Phillips,Pull,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Glenn Phillips,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Glenn Phillips,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Glenn Phillips,Square Drive,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Glenn Phillips,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Glenn Phillips,Reverse Scoop,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Hardik Pandya,On Drive,40,23,23,15,8,6,7,4,173.91,65.22,34.78,26.09,30.43
Hardik Pandya,Cover Drive,19,12,12,11,1,2,3,0,158.33,91.67,8.33,16.67,25.0
Hardik Pandya,Cut Shot,17,15,15,6,9,3,7,0,113.33,40.0,60.0,20.0,46.67
Hardik Pandya,Slog Shot,16,8,8,2,6,3,1,0,200.0,25.0,75.0,37.5,12.5
Hardik Pandya,Unknown,14,12,0,0,0,1,3,1,116.67,,,8.33,25.0
Hardik Pandya,Flick,14,9,9,6,3,2,2,1,155.56,66.67,33.33,22.22,22.22
Hardik Pandya,Pull,12,6,6,2,4,2,0,0,200.0,33.33,66.67,33.33,0.0
Hardik Pandya,Steered,5,4,4,2,2,1,2,0,125.0,50.0,50.0,25.0,50.0
Hardik Pandya,Push,4,3,3,2,1,0,0,0,133.33,66.67,33.33,0.0,0.0
Hardik Pandya,Square Drive,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Hardik Pandya,Straight Drive,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Hardik Pandya,Dab,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Hardik Pandya,Defended,0,4,4,1,3,0,4,0,0.0,25.0,75.0,0.0,100.0
Hardik Pandya,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Hardik Pandya,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Harsh Dubey,Flick,5,3,3,2,1,1,1,1,166.67,66.67,33.33,33.33,33.33
Harsh Dubey,Unknown,5,3,1,1,0,1,1,0,166.67,100.0,0.0,33.33,33.33
Harsh Dubey,Pull,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Harsh Dubey,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Harsh Dubey,Cover Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Harshal Patel,On Drive,5,3,3,2,1,1,1,1,166.67,66.67,33.33,33.33,33.33
Harshal Patel,Cut Shot,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Harshal Patel,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Harshal Patel,Pull,0,2,2,0,2,0,2,1,0.0,0.0,100.0,0.0,100.0
Harshal Patel,Cover Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Heinrich Klaasen,Unknown,175,111,0,0,0,20,25,3,157.66,,,18.02,22.52
Heinrich Klaasen,Cover Drive,69,35,35,35,0,10,7,0,197.14,100.0,0.0,28.57,20.0
Heinrich Klaasen,Pull,50,25,25,22,3,6,1,1,200.0,88.0,12.0,24.0,4.0
Heinrich Klaasen,On Drive,33,23,23,22,1,3,3,0,143.48,95.65,4.35,13.04,13.04
Heinrich Klaasen,Flick,22,15,15,14,1,3,3,0,146.67,93.33,6.67,20.0,20.0
Heinrich Klaasen,Cut Shot,18,12,12,7,5,2,4,0,150.0,58.33,41.67,16.67,33.33
Heinrich Klaasen,Slog Shot,16,8,8,4,4,3,3,3,200.0,50.0,50.0,37.5,37.5
Heinrich Klaasen,Straight Drive,15,8,8,7,1,2,1,0,187.5,87.5,12.5,25.0,12.5
Heinrich Klaasen,Reverse Scoop,6,3,3,1,2,1,2,1,200.0,33.33,66.67,33.33,66.67
Heinrich Klaasen,Reverse Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Heinrich Klaasen,Sweep Shot,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Heinrich Klaasen,Push,4,8,8,6,2,0,4,0,50.0,75.0,25.0,0.0,50.0
Heinrich Klaasen,Late Cut,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Heinrich Klaasen,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Heinrich Klaasen,Hook,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Heinrich Klaasen,Square Drive,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Heinrich Klaasen,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Heinrich Klaasen,Defended,0,6,6,5,1,0,6,0,0.0,83.33,16.67,0.0,100.0
Heinrich Klaasen,Left Alone,0,6,6,6,0,0,6,0,0.0,100.0,0.0,0.0,100.0
Himmat Singh,Cover Drive,8,3,3,3,0,1,0,0,266.67,100.0,0.0,33.33,0.0
Himmat Singh,Cut Shot,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Himmat Singh,Hook,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Himmat Singh,Square Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Himmat Singh,On Drive,3,3,3,2,1,0,0,0,100.0,66.67,33.33,0.0,0.0
Himmat Singh,Push,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Himmat Singh,Pull,2,5,5,2,3,0,3,2,40.0,40.0,60.0,0.0,60.0
Himmat Singh,Flick,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Himmat Singh,Slog Shot,2,1,1,0,1,0,0,0,200.0,0.0,100.0,0.0,0.0
Himmat Singh,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Himmat Singh,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Ishan Kishan,Unknown,143,75,0,0,0,21,17,3,190.67,,,28.0,22.67
Ishan Kishan,Pull,62,24,24,15,9,12,5,1,258.33,62.5,37.5,50.0,20.83
Ishan Kishan,Cover Drive,28,12,12,12,0,6,2,0,233.33,100.0,0.0,50.0,16.67
Ishan Kishan,On Drive,25,14,14,13,1,4,3,2,178.57,92.86,7.14,28.57,21.43
Ishan Kishan,Square Drive,20,10,10,8,2,3,2,1,200.0,80.0,20.0,30.0,20.0
Ishan Kishan,Slog Shot,16,5,5,4,1,3,2,0,320.0,80.0,20.0,60.0,40.0
Ishan Kishan,Straight Drive,13,4,4,4,0,3,0,0,325.0,100.0,0.0,75.0,0.0
Ishan Kishan,Slog Sweep,13,3,3,2,1,2,0,0,433.33,66.67,33.33,66.67,0.0
Ishan Kishan,Cut Shot,9,13,13,8,5,1,9,2,69.23,61.54,38.46,7.69,69.23
Ishan Kishan,Flick,8,10,10,8,2,0,3,0,80.0,80.0,20.0,0.0,30.0
Ishan Kishan,Upper Cut,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Ishan Kishan,Push,4,7,7,5,2,0,3,0,57.14,71.43,28.57,0.0,42.86
Ishan Kishan,Dab,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Ishan Kishan,Steered,3,5,5,5,0,0,2,0,60.0,100.0,0.0,0.0,40.0
Ishan Kishan,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Jacob Bethell,Pull,12,2,2,2,0,2,0,0,600.0,100.0,0.0,100.0,0.0
Jacob Bethell,Flick,5,7,7,4,3,1,5,1,71.43,57.14,42.86,14.29,71.43
Jacob Bethell,Square Drive,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Jacob Bethell,Cut Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jacob Bethell,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jacob Bethell,Push,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Jacob Bethell,Cover Drive,3,3,3,1,2,0,1,0,100.0,33.33,66.67,0.0,33.33
Jacob Bethell,Slog Shot,1,2,2,0,2,0,1,1,50.0,0.0,100.0,0.0,50.0
Jacob Bethell,Steered,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Jacob Bethell,Straight Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jacob Bethell,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Jacob Bethell,Dab,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Jamie Overton,On Drive,24,11,11,11,0,3,0,0,218.18,100.0,0.0,27.27,0.0
Jamie Overton,Pull,23,14,14,5,9,4,7,1,164.29,35.71,64.29,28.57,50.0
Jamie Overton,Unknown,20,17,2,1,1,2,6,1,117.65,50.0,50.0,11.76,35.29
Jamie Overton,Cover Drive,18,8,8,6,2,3,1,1,225.0,75.0,25.0,37.5,12.5
Jamie Overton,Flick,15,11,11,9,2,1,1,0,136.36,81.82,18.18,9.09,9.09
Jamie Overton,Straight Drive,13,3,3,3,0,2,0,0,433.33,100.0,0.0,66.67,0.0
Jamie Overton,Cut Shot,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Jamie Overton,Slog Shot,5,7,7,0,7,1,5,2,71.43,0.0,100.0,14.29,71.43
Jamie Overton,Steered,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Jamie Overton,Upper Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jamie Overton,Push,2,5,5,4,1,0,3,0,40.0,80.0,20.0,0.0,60.0
Jamie Overton,Defended,1,3,3,1,2,0,2,0,33.33,33.33,66.67,0.0,66.67
Jamie Overton,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jason Holder,Cover Drive,8,6,6,6,0,1,3,0,133.33,100.0,0.0,16.67,50.0
Jason Holder,Slog Shot,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
Jason Holder,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Jason Holder,Slog Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Jason Holder,On Drive,5,4,4,3,1,0,0,0,125.0,75.0,25.0,0.0,0.0
Jason Holder,Pull,3,4,4,2,2,0,2,0,75.0,50.0,50.0,0.0,50.0
Jason Holder,Flick,2,2,2,1,1,0,1,1,100.0,50.0,50.0,0.0,50.0
Jason Holder,Steered,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jason Holder,Defended,1,3,3,2,1,0,2,0,33.33,66.67,33.33,0.0,66.67
Jason Holder,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jason Holder,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Jasprit Bumrah,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jasprit Bumrah,On Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jasprit Bumrah,Pull,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jasprit Bumrah,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jasprit Bumrah,Dab,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Jasprit Bumrah,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Jasprit Bumrah,Slog Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jaydev Unadkat,On Drive,4,3,3,3,0,0,1,0,133.33,100.0,0.0,0.0,33.33
Jitesh Sharma,Unknown,23,9,0,0,0,4,3,1,255.56,,,44.44,33.33
Jitesh Sharma,On Drive,14,11,11,9,2,1,3,1,127.27,81.82,18.18,9.09,27.27
Jitesh Sharma,Pull,10,8,8,5,3,1,2,1,125.0,62.5,37.5,12.5,25.0
Jitesh Sharma,Flick,5,8,8,5,3,0,3,2,62.5,62.5,37.5,0.0,37.5
Jitesh Sharma,Cover Drive,5,6,6,3,3,1,4,2,83.33,50.0,50.0,16.67,66.67
Jitesh Sharma,Cut Shot,5,2,2,0,2,1,0,0,250.0,0.0,100.0,50.0,0.0
Jitesh Sharma,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jitesh Sharma,Defended,0,6,6,6,0,0,6,0,0.0,100.0,0.0,0.0,100.0
Jitesh Sharma,Push,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Jitesh Sharma,Square Drive,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Jofra Archer,Pull,6,3,3,2,1,1,1,1,200.0,66.67,33.33,33.33,33.33
Jofra Archer,Flick,5,5,5,4,1,0,1,0,100.0,80.0,20.0,0.0,20.0
Jofra Archer,Unknown,2,5,0,0,0,0,3,1,40.0,,,0.0,60.0
Jofra Archer,Straight Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jofra Archer,Cut Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jos Buttler,Cover Drive,70,28,28,23,5,15,8,1,250.0,82.14,17.86,53.57,28.57
Jos Buttler,Flick,44,38,38,34,4,3,7,1,115.79,89.47,10.53,7.89,18.42
Jos Buttler,On Drive,41,37,37,31,6,3,9,1,110.81,83.78,16.22,8.11,24.32
Jos Buttler,Straight Drive,36,6,6,6,0,6,0,0,600.0,100.0,0.0,100.0,0.0
Jos Buttler,Cut Shot,34,19,19,16,3,6,5,0,178.95,84.21,15.79,31.58,26.32
Jos Buttler,Pull,26,16,16,9,7,5,7,2,162.5,56.25,43.75,31.25,43.75
Jos Buttler,Slog Shot,22,8,8,3,5,4,4,2,275.0,37.5,62.5,50.0,50.0
Jos Buttler,Unknown,18,6,6,3,3,3,3,0,300.0,50.0,50.0,50.0,50.0
Jos Buttler,Ramp,12,3,3,3,0,3,0,0,400.0,100.0,0.0,100.0,0.0
Jos Buttler,Square Drive,10,4,4,4,0,2,0,0,250.0,100.0,0.0,50.0,0.0
Jos Buttler,Steered,6,9,9,9,0,0,3,0,66.67,100.0,0.0,0.0,33.33
Jos Buttler,Reverse Sweep,5,4,4,3,1,1,2,0,125.0,75.0,25.0,25.0,50.0
Jos Buttler,Push,4,15,15,12,3,0,11,1,26.67,80.0,20.0,0.0,73.33
Jos Buttler,Leg Glance,3,3,3,2,1,0,1,0,100.0,66.67,33.33,0.0,33.33
Jos Buttler,Defended,2,16,16,10,6,0,14,0,12.5,62.5,37.5,0.0,87.5
Jos Buttler,Dab,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Jos Buttler,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Jos Buttler,Reverse Scoop,0,2,2,0,2,0,2,1,0.0,0.0,100.0,0.0,100.0
Josh Hazlewood,Defended,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
KL Rahul,On Drive,94,43,43,37,6,14,8,2,218.6,86.05,13.95,32.56,18.6
KL Rahul,Unknown,56,36,0,0,0,7,11,3,155.56,,,19.44,30.56
KL Rahul,Pull,50,25,25,19,6,8,4,2,200.0,76.0,24.0,32.0,16.0
KL Rahul,Cover Drive,44,23,23,19,4,7,7,1,191.3,82.61,17.39,30.43,30.43
KL Rahul,Flick,43,32,32,29,3,4,8,0,134.38,90.62,9.38,12.5,25.0
KL Rahul,Straight Drive,39,12,12,11,1,8,1,0,325.0,91.67,8.33,66.67,8.33
KL Rahul,Slog Shot,26,6,6,4,2,5,1,0,433.33,66.67,33.33,83.33,16.67
KL Rahul,Cut Shot,19,15,15,11,4,2,3,1,126.67,73.33,26.67,13.33,20.0
KL Rahul,Square Drive,19,7,7,7,0,4,0,0,271.43,100.0,0.0,57.14,0.0
KL Rahul,Sweep Shot,15,4,4,4,0,3,0,0,375.0,100.0,0.0,75.0,0.0
KL Rahul,Leg Glance,7,3,3,3,0,1,0,0,233.33,100.0,0.0,33.33,0.0
KL Rahul,Reverse Sweep,5,2,2,0,2,1,0,0,250.0,0.0,100.0,50.0,0.0
KL Rahul,Ramp,4,2,2,0,2,1,1,0,200.0,0.0,100.0,50.0,50.0
KL Rahul,Upper Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
KL Rahul,Push,3,6,6,6,0,0,3,0,50.0,100.0,0.0,0.0,50.0
KL Rahul,Defended,2,8,8,7,1,0,6,0,25.0,87.5,12.5,0.0,75.0
KL Rahul,Paddle Sweep,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
KL Rahul,Slog Sweep,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
KL Rahul,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
KL Rahul,Left Alone,0,5,5,5,0,0,5,0,0.0,100.0,0.0,0.0,100.0
Kagiso Rabada,Cover Drive,11,5,5,5,0,2,0,0,220.0,100.0,0.0,40.0,0.0
Kagiso Rabada,On Drive,11,3,3,3,0,2,0,0,366.67,100.0,0.0,66.67,0.0
Kagiso Rabada,Straight Drive,7,3,3,2,1,1,1,0,233.33,66.67,33.33,33.33,33.33
Kagiso Rabada,Flick,3,3,3,2,1,0,0,0,100.0,66.67,33.33,0.0,0.0
Kagiso Rabada,Pull,1,5,5,1,4,0,4,0,20.0,20.0,80.0,0.0,80.0
