season,season_year,match_id,start_date,venue,innings,batting_team,opposition,player,balls_faced,actual_runs,expected_runs,runs_above_expected,strike_rate
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,44,91,63.13,27.87,206.82
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Nitish Kumar Reddy,13,28,22.36,5.64,215.38
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Salil Arora,13,24,24.95,-0.95,184.62
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,18,18,23.28,-5.28,100.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Dhruv Jurel,2,0,2.0,-2.0,0.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Donovan Ferreira,44,69,53.65,15.35,156.82
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Jofra Archer,5,2,6.45,-4.45,40.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Lhuan-dre Pretorius,2,0,1.79,-1.79,0.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Nandre Burger,5,3,5.23,-2.23,60.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravi Bishnoi,1,0,0.92,-0.92,0.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravindra Jadeja,32,45,42.89,2.11,140.62
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Riyan Parag,6,4,5.92,-1.92,66.67
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Tushar Deshpande,11,25,12.33,12.67,227.27
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Vaibhav Sooryavanshi,1,0,1.19,-1.19,0.0
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Yashasvi Jaiswal,5,1,5.51,-4.51,20.0
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Ayush Mhatre,17,38,23.24,14.76,223.53
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Dewald Brevis,29,41,49.88,-8.88,141.38
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Jamie Overton,6,7,9.09,-2.09,116.67
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Ruturaj Gaikwad,6,7,9.79,-2.79,116.67
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sanju Samson,32,48,44.64,3.36,150.0
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sarfaraz Khan,18,23,27.49,-4.49,127.78
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Shivam Dube,12,13,24.79,-11.79,108.33
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ajinkya Rahane,22,28,28.58,-0.58,127.27
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Angkrish Raghuvanshi,19,27,22.65,4.35,142.11
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Anukul Roy,1,1,1.19,-0.19,100.0
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Cameron Green,1,0,0.94,-0.94,0.0
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Finn Allen,3,1,3.54,-2.54,33.33
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ramandeep Singh,23,35,33.24,1.76,152.17
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,12,6,12.93,-6.93,50.0
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Rovman Powell,22,31,31.97,-0.97,140.91
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Sunil Narine,17,24,23.44,0.56,141.18
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Abdul Samad,2,0,1.94,-1.94,0.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Aiden Markram,8,12,10.43,1.57,150.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Avesh Khan,2,1,2.06,-1.06,50.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Ayush Badoni,24,38,29.74,8.26,158.33
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Digvesh Rathi,3,0,3.16,-3.16,0.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,George Linde,7,7,8.56,-1.56,100.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mitchell Marsh,32,40,45.75,-5.75,125.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mohammed Shami,1,0,1.07,-1.07,0.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mukul Choudhary,28,39,40.26,-1.26,139.29
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Nicholas Pooran,7,1,8.05,-7.05,14.29
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Rishabh Pant,6,1,7.18,-6.18,16.67
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Devdutt Padikkal,11,10,13.5,-3.5,90.91
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Jitesh Sharma,9,23,10.56,12.44,255.56
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Phil Salt,8,7,9.9,-2.9,87.5
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Rajat Patidar,13,27,15.66,11.34,207.69
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Romario Shepherd,8,14,10.09,3.91,175.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Tim David,8,14,9.82,4.18,175.0
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Virat Kohli,34,49,49.2,-0.2,144.12
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Hardik Pandya,12,14,18.46,-4.46,116.67
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Naman Dhir,31,50,41.76,8.24,161.29
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Quinton de Kock,60,112,94.06,17.94,186.67
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Ryan Rickelton,8,2,9.13,-7.13,25.0
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Sherfane Rutherford,5,1,7.72,-6.72,20.0
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Suryakumar Yadav,1,0,1.07,-1.07,0.0
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Tilak Varma,3,8,4.59,3.41,266.67
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Cooper Connolly,12,17,15.65,1.35,141.67
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Marcus Stoinis,5,10,11.7,-1.7,200.0
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Prabhsimran Singh,39,80,60.92,19.08,205.13
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Priyansh Arya,9,15,12.82,2.18,166.67
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Shreyas Iyer,35,66,54.02,11.98,188.57
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Ajinkya Rahane,1,0,1.19,-1.19,0.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Angkrish Raghuvanshi,4,8,5.84,2.16,200.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Anukul Roy,7,9,8.13,0.87,128.57
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Cameron Green,55,79,85.46,-6.46,143.64
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Kartik Tyagi,4,6,4.55,1.45,150.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Ramandeep Singh,8,17,9.95,7.05,212.5
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Rinku Singh,2,1,2.38,-1.38,50.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Rovman Powell,20,27,23.88,3.12,135.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,5,0,5.97,-5.97,0.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Tim Seifert,14,19,18.4,0.6,135.71
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Vaibhav Arora,1,0,1.1,-1.1,0.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Glenn Phillips,16,19,29.34,-10.34,118.75
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Jos Buttler,15,25,19.49,5.51,166.67
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,M Shahrukh Khan,2,3,2.95,0.05,150.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Rahul Tewatia,6,7,9.22,-2.22,116.67
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Sai Sudharsan,16,22,22.8,-0.8,137.5
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,50,86,74.75,11.25,172.0
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Washington Sundar,13,13,18.89,-5.89,100.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Bhuvneshwar Kumar,2,3,2.4,0.6,150.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Devdutt Padikkal,13,18,17.33,0.67,138.46
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Jitesh Sharma,20,14,31.64,-17.64,70.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Krunal Pandya,10,12,17.15,-5.15,120.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Phil Salt,38,63,55.69,7.31,165.79
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Rajat Patidar,4,8,6.16,1.84,200.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Romario Shepherd,4,1,4.82,-3.82,25.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Tim David,17,26,25.64,0.36,152.94
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,Virat Kohli,13,19,20.24,-1.24,146.15
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,Axar Patel,19,26,25.11,0.89,136.84
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,David Miller,10,22,15.84,6.16,220.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,KL Rahul,34,57,45.82,11.18,167.65
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,Karun Nair,5,5,5.69,-0.69,100.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,Pathum Nissanka,2,1,2.19,-1.19,50.0
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,Sameer Rizvi,3,2,3.16,-1.16,66.67
2026,2026,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,Tristan Stubbs,47,60,66.3,-6.3,127.66
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Abhishek Sharma,22,59,32.25,26.75,268.18
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Aniket Verma,4,2,4.61,-2.61,50.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Heinrich Klaasen,39,59,58.97,0.03,151.28
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Ishan Kishan,1,0,1.1,-1.1,0.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Liam Livingstone,5,1,6.81,-5.81,20.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Nitish Kumar Reddy,8,12,10.26,1.74,150.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Praful Hinge,1,0,1.26,-1.26,0.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Salil Arora,12,13,17.46,-4.46,108.33
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Shivang Kumar,8,12,12.6,-0.6,150.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,Travis Head,20,23,31.01,-8.01,115.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Anshul Kamboj,8,13,12.15,0.85,162.5
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Ayush Mhatre,13,30,20.79,9.21,230.77
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Dewald Brevis,4,0,4.56,-4.56,0.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Jamie Overton,15,16,22.32,-6.32,106.67
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Matthew Short,30,34,42.2,-8.2,113.33
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Noor Ahmad,1,1,1.21,-0.21,100.0
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Ruturaj Gaikwad,13,19,20.96,-1.96,146.15
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Sanju Samson,3,7,4.25,2.75,233.33
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Sarfaraz Khan,19,25,25.18,-0.18,131.58
2026,2026,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Chennai Super Kings,Sunrisers Hyderabad,Shivam Dube,16,21,23.4,-2.4,131.25
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Brijesh Sharma,3,1,3.32,-2.32,33.33
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Dhruv Jurel,7,5,8.24,-3.24,71.43
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Donovan Ferreira,7,7,8.92,-1.92,100.0
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Jofra Archer,5,8,7.1,0.9,160.0
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Ravi Bishnoi,2,0,2.27,-2.27,0.0
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Ravindra Jadeja,7,9,12.03,-3.03,128.57
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Riyan Parag,14,12,17.9,-5.9,85.71
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Shimron Hetmyer,18,15,26.28,-11.28,83.33
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Vaibhav Sooryavanshi,28,46,45.2,0.8,164.29
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",1,Rajasthan Royals,Kolkata Knight Riders,Yashasvi Jaiswal,29,39,46.55,-7.55,134.48
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Ajinkya Rahane,2,0,2.15,-2.15,0.0
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Angkrish Raghuvanshi,19,10,24.27,-14.27,52.63
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Anukul Roy,16,29,20.79,8.21,181.25
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Cameron Green,13,27,17.43,9.57,207.69
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Ramandeep Singh,13,10,12.76,-2.76,76.92
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Rinku Singh,34,53,50.39,2.61,155.88
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Rovman Powell,20,23,24.09,-1.09,115.0
2026,2026,1529271,2026-04-19,"Eden Gardens, Kolkata",2,Kolkata Knight Riders,Rajasthan Royals,Tim Seifert,1,0,1.03,-1.03,0.0
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Cooper Connolly,46,87,72.63,14.37,189.13
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Marco Jansen,1,1,1.62,-0.62,100.0
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Marcus Stoinis,16,29,31.78,-2.78,181.25
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Nehal Wadhera,7,13,10.57,2.43,185.71
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Prabhsimran Singh,1,0,1.22,-1.22,0.0
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Priyansh Arya,37,93,56.83,36.17,251.35
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Shashank Singh,6,17,11.68,5.32,283.33
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Punjab Kings,Lucknow Super Giants,Shreyas Iyer,6,5,9.13,-4.13,83.33
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Aiden Markram,22,42,38.41,3.59,190.91
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Ayush Badoni,21,35,32.5,2.5,166.67
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Himmat Singh,1,1,1.55,-0.55,100.0
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Mitchell Marsh,28,40,40.8,-0.8,142.86
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Mukul Choudhary,17,21,27.89,-6.89,123.53
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,9,9,13.19,-4.19,100.0
2026,2026,1529272,2026-04-19,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Lucknow Super Giants,Punjab Kings,Rishabh Pant,23,43,34.1,8.9,186.96
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Danish Malewar,4,2,4.57,-2.57,50.0
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Hardik Pandya,16,15,22.73,-7.73,93.75
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Naman Dhir,32,45,39.74,5.26,140.62
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Quinton de Kock,11,13,13.77,-0.77,118.18
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Sherfane Rutherford,2,1,2.96,-1.96,50.0
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Suryakumar Yadav,10,15,12.8,2.2,150.0
