phase_group,batter,start_date,match_id,innings,batting_team,bowling_team,ball,own_phase_ball_no,runs_off_bat,cum_runs,leave_one_out_league_sr,cum_runs_above_league_phase_rate,sr_points_above_league_phase,quartile
Powerplay,Abhishek Sharma,2026-03-28,1527674,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,1.5,6,0,7,156.11,-2.37,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-03-28,1527674,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,1.7,7,0,7,156.11,-3.93,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-03-28,1527674,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,2.2,8,0,7,156.11,-5.49,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.5,9,1,8,156.11,-6.05,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,1.1,10,1,9,156.11,-6.61,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,1.5,11,0,9,156.11,-8.17,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,1.6,12,6,15,156.11,-3.73,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,3.1,13,0,15,156.11,-5.29,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,3.2,14,0,15,156.11,-6.86,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,3.3,15,1,16,156.11,-7.42,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.1,16,6,22,156.11,-2.98,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.2,17,0,22,156.11,-4.54,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.3,18,6,28,156.11,-0.1,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.4,19,4,32,156.11,2.34,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.6,20,4,36,156.11,4.78,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,4.7,21,4,40,156.11,7.22,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,5.7,22,1,41,156.11,6.66,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,0.5,23,0,41,156.11,5.09,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,0.6,24,0,41,156.11,3.53,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,0.2,25,4,45,156.11,5.97,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,0.3,26,1,46,156.11,5.41,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,1.1,27,4,50,156.11,7.85,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,1.2,28,0,50,156.11,6.29,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,1.4,29,0,50,156.11,4.73,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,1.5,30,4,54,156.11,7.17,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,1.6,31,1,55,156.11,6.61,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.1,32,4,59,156.11,9.04,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.2,33,4,63,156.11,11.48,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.4,34,0,63,156.11,9.92,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.8,35,6,69,156.11,14.36,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.9,36,6,75,156.11,18.8,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,2.10,37,0,75,156.11,17.24,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,3.4,38,1,76,156.11,16.68,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.1,39,6,82,156.11,21.12,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.2,40,0,82,156.11,19.56,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.3,41,6,88,156.11,23.99,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.4,42,6,94,156.11,28.43,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.5,43,0,94,156.11,26.87,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,4.6,44,6,100,156.11,31.31,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,5.6,45,6,106,156.11,35.75,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,5.7,46,1,107,156.11,35.19,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,0.1,47,0,107,156.11,33.63,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,0.1,48,0,107,156.11,32.07,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,0.2,49,1,108,156.11,31.51,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,0.5,50,1,109,156.11,30.94,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,1.1,51,6,115,156.11,35.38,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,1.2,52,2,117,156.11,35.82,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,1.3,53,1,118,156.11,35.26,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,2.2,54,6,124,156.11,39.7,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,2.3,55,1,125,156.11,39.14,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,3.5,56,4,129,156.11,41.58,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,3.6,57,4,133,156.11,44.02,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,4.2,58,4,137,156.11,46.46,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,4.3,59,4,141,156.11,48.89,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,4.4,60,4,145,156.11,51.33,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,4.5,61,6,151,156.11,55.77,97.11,Q4 highest
Powerplay,Abhishek Sharma,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,4.6,62,6,157,156.11,60.21,97.11,Q4 highest
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,3.1,1,0,0,159.27,-1.59,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,3.2,2,0,0,159.27,-3.19,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,3.3,3,1,1,159.27,-3.78,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,3.6,4,4,5,159.27,-1.37,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,4.6,5,0,5,159.27,-2.96,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,4.7,6,0,5,159.27,-4.56,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,5.4,7,6,11,159.27,-0.15,-6.33,Q3
Powerplay,Aiden Markram,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,5.5,8,0,11,159.27,-1.74,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,0.1,9,1,12,159.27,-2.33,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,0.3,10,0,12,159.27,-3.93,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,0.4,11,0,12,159.27,-5.52,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,0.5,12,0,12,159.27,-7.11,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,0.6,13,0,12,159.27,-8.71,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,1.2,14,0,12,159.27,-10.3,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,1.3,15,4,16,159.27,-7.89,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,1.4,16,4,20,159.27,-5.48,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,1.5,17,1,21,159.27,-6.08,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,2.1,18,1,22,159.27,-6.67,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,2.3,19,4,26,159.27,-4.26,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,2.4,20,1,27,159.27,-4.85,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,3.2,21,0,27,159.27,-6.45,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,3.3,22,6,33,159.27,-2.04,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,3.4,23,0,33,159.27,-3.63,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,3.5,24,1,34,159.27,-4.22,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,5.2,25,4,38,159.27,-1.82,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,5.3,26,0,38,159.27,-3.41,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,5.4,27,4,42,159.27,-1.0,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,5.5,28,0,42,159.27,-2.6,-6.33,Q3
Powerplay,Aiden Markram,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,5.6,29,6,48,159.27,1.81,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,0.4,30,0,48,159.27,0.22,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,0.5,31,0,48,159.27,-1.37,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,0.6,32,1,49,159.27,-1.97,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,1.1,33,1,50,159.27,-2.56,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,1.5,34,1,51,159.27,-3.15,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,1.8,35,1,52,159.27,-3.74,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,2.1,36,4,56,159.27,-1.34,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,2.2,37,6,62,159.27,3.07,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,2.3,38,4,66,159.27,5.48,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,2.4,39,0,66,159.27,3.88,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,2.6,40,2,68,159.27,4.29,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,3.2,41,1,69,159.27,3.7,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,3.4,42,0,69,159.27,2.11,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,3.5,43,1,70,159.27,1.51,-6.33,Q3
Powerplay,Aiden Markram,2026-04-09,1527688,2,Lucknow Super Giants,Kolkata Knight Riders,4.1,44,0,70,159.27,-0.08,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,0.1,45,0,70,159.27,-1.67,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,0.2,46,0,70,159.27,-3.26,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,0.3,47,2,72,159.27,-2.86,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,0.4,48,0,72,159.27,-4.45,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,0.6,49,0,72,159.27,-6.04,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,1.6,50,4,76,159.27,-3.64,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,2.4,51,1,77,159.27,-4.23,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,3.4,52,4,81,159.27,-1.82,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,3.5,53,0,81,159.27,-3.41,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,3.6,54,4,85,159.27,-1.01,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,4.3,55,0,85,159.27,-2.6,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,4.4,56,1,86,159.27,-3.19,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,5.1,57,0,86,159.27,-4.78,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,5.2,58,6,92,159.27,-0.38,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,5.3,59,0,92,159.27,-1.97,-6.33,Q3
Powerplay,Aiden Markram,2026-04-12,1527692,1,Lucknow Super Giants,Gujarat Titans,5.4,60,0,92,159.27,-3.56,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,0.5,61,1,93,159.27,-4.16,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,1.3,62,1,94,159.27,-4.75,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,1.5,63,1,95,159.27,-5.34,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,2.4,64,1,96,159.27,-5.93,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,3.1,65,1,97,159.27,-6.53,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,3.3,66,6,103,159.27,-2.12,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,3.4,67,1,104,159.27,-2.71,-6.33,Q3
Powerplay,Aiden Markram,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,3.6,68,0,104,159.27,-4.3,-6.33,Q3
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.2,1,0,0,159.68,-1.6,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.3,2,0,0,159.68,-3.19,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.5,3,6,6,159.68,1.21,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.6,4,0,6,159.68,-0.39,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.7,5,2,8,159.68,0.02,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,0.8,6,0,8,159.68,-1.58,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,2.1,7,1,9,159.68,-2.18,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,3.1,8,6,15,159.68,2.23,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,3.2,9,6,21,159.68,6.63,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,3.3,10,0,21,159.68,5.03,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,4.1,11,4,25,159.68,7.44,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,4.2,12,1,26,159.68,6.84,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,4.5,13,0,26,159.68,5.24,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,4.6,14,1,27,159.68,4.65,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,5.1,15,1,28,159.68,4.05,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,5.4,16,4,32,159.68,6.45,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,5.5,17,0,32,159.68,4.85,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,5.6,18,4,36,159.68,7.26,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,0.1,19,1,37,159.68,6.66,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,1.1,20,1,38,159.68,6.06,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,2.1,21,1,39,159.68,5.47,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,2.4,22,0,39,159.68,3.87,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,2.5,23,1,40,159.68,3.27,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,3.1,24,1,41,159.68,2.68,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,3.3,25,1,42,159.68,2.08,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,3.6,26,1,43,159.68,1.48,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,4.1,27,1,44,159.68,0.89,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-02,1527679,2,Kolkata Knight Riders,Sunrisers Hyderabad,4.6,28,0,44,159.68,-0.71,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,0.1,29,1,45,159.68,-1.31,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,0.3,30,4,49,159.68,1.1,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,0.4,31,1,50,159.68,0.5,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,2.1,32,1,51,159.68,-0.1,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,2.4,33,1,52,159.68,-0.69,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-06,1527685,1,Kolkata Knight Riders,Punjab Kings,3.4,34,0,52,159.68,-2.29,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,0.1,35,1,53,159.68,-2.89,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,0.6,36,4,57,159.68,-0.48,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,1.7,37,0,57,159.68,-2.08,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,3.3,38,0,57,159.68,-3.68,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,3.4,39,6,63,159.68,0.73,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,3.5,40,1,64,159.68,0.13,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.1,41,0,64,159.68,-1.47,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.2,42,0,64,159.68,-3.06,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.3,43,0,64,159.68,-4.66,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.4,44,4,68,159.68,-2.26,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.5,45,4,72,159.68,0.15,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,4.6,46,2,74,159.68,0.55,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,5.3,47,1,75,159.68,-0.05,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,1.5,48,0,75,159.68,-1.65,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,1.6,49,1,76,159.68,-2.24,-21.75,Q2
Powerplay,Ajinkya Rahane,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,2.1,50,0,76,159.68,-3.84,-21.75,Q2
