player,line,length,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Glenn Phillips,Outside Offstump,Full,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Glenn Phillips,Outside Offstump,Full Toss,6,5,5,4,1,0,0,0,120.0,80.0,20.0,0.0,0.0
Glenn Phillips,Outside Offstump,Good Length,8,7,7,6,1,1,2,0,114.29,85.71,14.29,14.29,28.57
Glenn Phillips,Outside Offstump,Short Of A Good Length,12,9,9,8,1,1,2,1,133.33,88.89,11.11,11.11,22.22
Glenn Phillips,Outside Offstump,Yorker,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Glenn Phillips,Wide Outside Offstump,Full Toss,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Glenn Phillips,Wide Outside Offstump,Short,5,3,3,2,1,1,1,1,166.67,66.67,33.33,33.33,33.33
Hardik Pandya,Down Leg,Short,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Hardik Pandya,On The Stumps,Full,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Hardik Pandya,On The Stumps,Good Length,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Hardik Pandya,On The Stumps,Short Of A Good Length,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Hardik Pandya,Outside Offstump,Full,9,4,4,3,1,1,1,0,225.0,75.0,25.0,25.0,25.0
Hardik Pandya,Outside Offstump,Full Toss,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Hardik Pandya,Outside Offstump,Good Length,22,11,11,6,5,4,1,1,200.0,54.55,45.45,36.36,9.09
Hardik Pandya,Outside Offstump,Short,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Hardik Pandya,Outside Offstump,Short Of A Good Length,22,8,8,7,1,5,1,0,275.0,87.5,12.5,62.5,12.5
Hardik Pandya,Unknown,Unknown,14,12,0,0,0,1,3,1,116.67,,,8.33,25.0
Hardik Pandya,Wide Outside Offstump,Full,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Hardik Pandya,Wide Outside Offstump,Short,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Harsh Dubey,On The Stumps,Full,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Harsh Dubey,On The Stumps,Short Of A Good Length,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Harsh Dubey,Outside Offstump,Full,9,3,3,3,0,2,0,0,300.0,100.0,0.0,66.67,0.0
Harsh Dubey,Outside Offstump,Short,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Harsh Dubey,Unknown,Unknown,1,2,0,0,0,0,1,0,50.0,,,0.0,50.0
Harshal Patel,On The Stumps,Full,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Harshal Patel,Outside Offstump,Short,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Harshal Patel,Outside Offstump,Short Of A Good Length,0,2,2,1,1,0,2,1,0.0,50.0,50.0,0.0,100.0
Heinrich Klaasen,Down Leg,Full,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Heinrich Klaasen,Down Leg,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Heinrich Klaasen,On The Stumps,Full,20,8,8,6,2,3,0,0,250.0,75.0,25.0,37.5,0.0
Heinrich Klaasen,On The Stumps,Full Toss,9,4,4,3,1,1,0,0,225.0,75.0,25.0,25.0,0.0
Heinrich Klaasen,On The Stumps,Good Length,11,10,10,9,1,1,2,0,110.0,90.0,10.0,10.0,20.0
Heinrich Klaasen,On The Stumps,Short,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Heinrich Klaasen,On The Stumps,Short Of A Good Length,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Heinrich Klaasen,On The Stumps,Yorker,1,4,4,4,0,0,3,0,25.0,100.0,0.0,0.0,75.0
Heinrich Klaasen,Outside Offstump,Full,15,5,5,4,1,3,1,1,300.0,80.0,20.0,60.0,20.0
Heinrich Klaasen,Outside Offstump,Full Toss,11,5,5,4,1,1,1,0,220.0,80.0,20.0,20.0,20.0
Heinrich Klaasen,Outside Offstump,Good Length,29,23,23,21,2,1,6,1,126.09,91.3,8.7,4.35,26.09
Heinrich Klaasen,Outside Offstump,Short,18,11,11,11,0,2,0,0,163.64,100.0,0.0,18.18,0.0
Heinrich Klaasen,Outside Offstump,Short Of A Good Length,13,12,12,11,1,1,3,0,108.33,91.67,8.33,8.33,25.0
Heinrich Klaasen,Unknown,Unknown,138,98,0,0,0,14,25,3,140.82,,,14.29,25.51
Heinrich Klaasen,Wide Outside Offstump,Full,2,4,4,3,1,0,2,1,50.0,75.0,25.0,0.0,50.0
Heinrich Klaasen,Wide Outside Offstump,Full Toss,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Heinrich Klaasen,Wide Outside Offstump,Good Length,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Heinrich Klaasen,Wide Outside Offstump,Short Of A Good Length,5,2,2,1,1,1,0,0,250.0,50.0,50.0,50.0,0.0
Heinrich Klaasen,Wide Outside Offstump,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ishan Kishan,Down Leg,Good Length,9,5,5,5,0,1,2,0,180.0,100.0,0.0,20.0,40.0
Ishan Kishan,Down Leg,Short,11,4,4,2,2,2,1,0,275.0,50.0,50.0,50.0,25.0
Ishan Kishan,Down Leg,Short Of A Good Length,6,4,4,3,1,1,2,0,150.0,75.0,25.0,25.0,50.0
Ishan Kishan,On The Stumps,Full,8,3,3,2,1,2,1,1,266.67,66.67,33.33,66.67,33.33
Ishan Kishan,On The Stumps,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ishan Kishan,On The Stumps,Good Length,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Ishan Kishan,On The Stumps,Short,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Ishan Kishan,On The Stumps,Short Of A Good Length,20,13,13,8,5,3,4,1,153.85,61.54,38.46,23.08,30.77
Ishan Kishan,Outside Offstump,Full,14,4,4,4,0,3,1,0,350.0,100.0,0.0,75.0,25.0
Ishan Kishan,Outside Offstump,Full Toss,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ishan Kishan,Outside Offstump,Good Length,3,6,6,6,0,0,3,0,50.0,100.0,0.0,0.0,50.0
Ishan Kishan,Outside Offstump,Short,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Ishan Kishan,Outside Offstump,Short Of A Good Length,6,3,3,3,0,1,0,0,200.0,100.0,0.0,33.33,0.0
Ishan Kishan,Outside Offstump,Yorker,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Ishan Kishan,Unknown,Unknown,118,62,0,0,0,18,17,3,190.32,,,29.03,27.42
Ishan Kishan,Wide Outside Offstump,Full,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jamie Overton,On The Stumps,Full,7,4,4,4,0,1,0,0,175.0,100.0,0.0,25.0,0.0
Jamie Overton,On The Stumps,Full Toss,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jamie Overton,On The Stumps,Good Length,10,6,6,4,2,1,0,0,166.67,66.67,33.33,16.67,0.0
Jamie Overton,On The Stumps,Short,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jamie Overton,On The Stumps,Short Of A Good Length,6,6,6,3,3,1,3,0,100.0,50.0,50.0,16.67,50.0
Jamie Overton,Outside Offstump,Full,5,6,6,6,0,0,1,0,83.33,100.0,0.0,0.0,16.67
Jamie Overton,Outside Offstump,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jamie Overton,Outside Offstump,Good Length,16,9,9,8,1,1,1,0,177.78,88.89,11.11,11.11,11.11
Jamie Overton,Outside Offstump,Short,24,10,10,6,4,4,2,1,240.0,60.0,40.0,40.0,20.0
Jamie Overton,Outside Offstump,Short Of A Good Length,16,10,10,5,5,3,5,1,160.0,50.0,50.0,30.0,50.0
Jamie Overton,Outside Offstump,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jamie Overton,Unknown,Unknown,16,15,0,0,0,1,5,1,106.67,,,6.67,33.33
Jamie Overton,Wide Outside Offstump,Full,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jamie Overton,Wide Outside Offstump,Good Length,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jamie Overton,Wide Outside Offstump,Yorker,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jasprit Bumrah,Outside Offstump,Short,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Jasprit Bumrah,Outside Offstump,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jaydev Unadkat,On The Stumps,Full,4,2,2,2,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Jaydev Unadkat,On The Stumps,Yorker,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Jitesh Sharma,Down Leg,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jitesh Sharma,Down Leg,Short,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Jitesh Sharma,On The Stumps,Full,3,4,4,4,0,0,1,0,75.0,100.0,0.0,0.0,25.0
Jitesh Sharma,On The Stumps,Full Toss,2,3,3,2,1,0,1,1,66.67,66.67,33.33,0.0,33.33
Jitesh Sharma,On The Stumps,Good Length,7,8,8,7,1,1,4,1,87.5,87.5,12.5,12.5,50.0
Jitesh Sharma,On The Stumps,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jitesh Sharma,On The Stumps,Yorker,2,4,4,3,1,0,3,1,50.0,75.0,25.0,0.0,75.0
Jitesh Sharma,Outside Offstump,Full,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Jitesh Sharma,Outside Offstump,Good Length,2,4,4,3,1,0,2,0,50.0,75.0,25.0,0.0,50.0
Jitesh Sharma,Outside Offstump,Short,1,2,2,0,2,0,1,0,50.0,0.0,100.0,0.0,50.0
Jitesh Sharma,Outside Offstump,Short Of A Good Length,5,5,5,3,2,0,1,0,100.0,60.0,40.0,0.0,20.0
Jitesh Sharma,Outside Offstump,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jitesh Sharma,Unknown,Unknown,23,9,0,0,0,4,3,1,255.56,,,44.44,33.33
Jitesh Sharma,Wide Outside Offstump,Full,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jitesh Sharma,Wide Outside Offstump,Short Of A Good Length,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Jofra Archer,On The Stumps,Full,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jofra Archer,Outside Offstump,Short Of A Good Length,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Jofra Archer,Unknown,Unknown,2,5,0,0,0,0,3,1,40.0,,,0.0,60.0
Jos Buttler,Down Leg,Full,5,4,4,3,1,1,2,0,125.0,75.0,25.0,25.0,50.0
Jos Buttler,Down Leg,Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jos Buttler,Down Leg,Short Of A Good Length,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Jos Buttler,Down Leg,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jos Buttler,On The Stumps,Full,15,12,12,10,2,2,5,1,125.0,83.33,16.67,16.67,41.67
Jos Buttler,On The Stumps,Good Length,26,22,22,19,3,3,8,1,118.18,86.36,13.64,13.64,36.36
Jos Buttler,On The Stumps,Short,0,2,2,0,2,0,2,1,0.0,0.0,100.0,0.0,100.0
Jos Buttler,On The Stumps,Short Of A Good Length,10,6,6,4,2,2,2,1,166.67,66.67,33.33,33.33,33.33
Jos Buttler,On The Stumps,Yorker,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Jos Buttler,Outside Offstump,Full,36,11,11,11,0,7,1,0,327.27,100.0,0.0,63.64,9.09
Jos Buttler,Outside Offstump,Full Toss,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Jos Buttler,Outside Offstump,Good Length,40,30,30,27,3,5,12,1,133.33,90.0,10.0,16.67,40.0
Jos Buttler,Outside Offstump,Short,13,8,8,4,4,3,4,0,162.5,50.0,50.0,37.5,50.0
Jos Buttler,Outside Offstump,Short Of A Good Length,45,21,21,18,3,9,7,0,214.29,85.71,14.29,42.86,33.33
Jos Buttler,Wide Outside Offstump,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jos Buttler,Wide Outside Offstump,Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Jos Buttler,Wide Outside Offstump,Short,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
KL Rahul,On The Stumps,Full,6,5,5,5,0,1,2,0,120.0,100.0,0.0,20.0,40.0
KL Rahul,On The Stumps,Full Toss,5,5,5,4,1,0,0,0,100.0,80.0,20.0,0.0,0.0
KL Rahul,On The Stumps,Good Length,20,11,11,10,1,3,3,0,181.82,90.91,9.09,27.27,27.27
KL Rahul,On The Stumps,Short,4,2,2,2,0,1,1,1,200.0,100.0,0.0,50.0,50.0
KL Rahul,On The Stumps,Short Of A Good Length,6,2,2,2,0,1,0,0,300.0,100.0,0.0,50.0,0.0
KL Rahul,On The Stumps,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
KL Rahul,Outside Offstump,Full,33,12,12,10,2,6,3,2,275.0,83.33,16.67,50.0,25.0
KL Rahul,Outside Offstump,Full Toss,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
KL Rahul,Outside Offstump,Good Length,47,27,27,24,3,7,7,0,174.07,88.89,11.11,25.93,25.93
KL Rahul,Outside Offstump,Short,10,5,5,4,1,2,1,0,200.0,80.0,20.0,40.0,20.0
KL Rahul,Outside Offstump,Short Of A Good Length,16,13,13,9,4,2,3,1,123.08,69.23,30.77,15.38,23.08
KL Rahul,Outside Offstump,Yorker,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
KL Rahul,Unknown,Unknown,19,13,0,0,0,3,5,2,146.15,,,23.08,38.46
KL Rahul,Wide Outside Offstump,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kagiso Rabada,On The Stumps,Good Length,7,5,5,3,2,1,3,0,140.0,60.0,40.0,20.0,60.0
Kagiso Rabada,On The Stumps,Short Of A Good Length,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Kagiso Rabada,On The Stumps,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kagiso Rabada,Outside Offstump,Full,10,3,3,3,0,2,1,0,333.33,100.0,0.0,66.67,33.33
Kagiso Rabada,Outside Offstump,Full Toss,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Kagiso Rabada,Outside Offstump,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kagiso Rabada,Outside Offstump,Yorker,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Kartik Sharma,Down Leg,Good Length,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kartik Sharma,On The Stumps,Full,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
Kartik Sharma,On The Stumps,Good Length,2,2,2,2,0,0,1,0,100.0,100.0,0.0,0.0,50.0
Kartik Sharma,On The Stumps,Short,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Kartik Sharma,Outside Offstump,Full,4,4,4,3,1,0,1,1,100.0,75.0,25.0,0.0,25.0
Kartik Sharma,Outside Offstump,Good Length,1,5,5,3,2,0,4,1,20.0,60.0,40.0,0.0,80.0
Kartik Sharma,Outside Offstump,Short,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Kartik Sharma,Outside Offstump,Short Of A Good Length,4,5,5,5,0,0,1,0,80.0,100.0,0.0,0.0,20.0
Kartik Tyagi,Down Leg,Yorker,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Kartik Tyagi,Outside Offstump,Good Length,0,3,3,1,2,0,3,1,0.0,33.33,66.67,0.0,100.0
Kartik Tyagi,Outside Offstump,Short,7,4,4,2,2,1,2,0,175.0,50.0,50.0,25.0,50.0
Kartik Tyagi,Outside Offstump,Short Of A Good Length,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Karun Nair,Outside Offstump,Good Length,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Karun Nair,Outside Offstump,Short Of A Good Length,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Krunal Pandya,On The Stumps,Full,8,4,4,4,0,1,1,0,200.0,100.0,0.0,25.0,25.0
Krunal Pandya,On The Stumps,Good Length,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Krunal Pandya,Outside Offstump,Full,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Krunal Pandya,Outside Offstump,Good Length,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Krunal Pandya,Outside Offstump,Short,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Krunal Pandya,Outside Offstump,Short Of A Good Length,2,4,4,3,1,0,2,0,50.0,75.0,25.0,0.0,50.0
Krunal Pandya,Outside Offstump,Yorker,1,2,2,0,2,0,1,0,50.0,0.0,100.0,0.0,50.0
Kuldeep Yadav,Outside Offstump,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kuldeep Yadav,Unknown,Unknown,4,7,0,0,0,0,3,1,57.14,,,0.0,42.86
Kumar Kushagra,Down Leg,Yorker,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kumar Kushagra,On The Stumps,Full,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Kumar Kushagra,On The Stumps,Good Length,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Kumar Kushagra,On The Stumps,Short Of A Good Length,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Kumar Kushagra,Outside Offstump,Full,5,3,3,3,0,1,1,0,166.67,100.0,0.0,33.33,33.33
Kumar Kushagra,Outside Offstump,Good Length,5,3,3,2,1,1,1,1,166.67,66.67,33.33,33.33,33.33
Kumar Kushagra,Outside Offstump,Short,2,2,2,1,1,0,1,0,100.0,50.0,50.0,0.0,50.0
Kumar Kushagra,Outside Offstump,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Lhuan-dre Pretorius,Unknown,Unknown,0,2,0,0,0,0,2,1,0.0,,,0.0,100.0
Liam Livingstone,On The Stumps,Full,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Liam Livingstone,On The Stumps,Good Length,9,6,6,5,1,1,3,0,150.0,83.33,16.67,16.67,50.0
Liam Livingstone,Outside Offstump,Full,2,1,1,0,1,0,0,0,200.0,0.0,100.0,0.0,0.0
Liam Livingstone,Outside Offstump,Good Length,1,5,5,3,2,0,4,1,20.0,60.0,40.0,0.0,80.0
Liam Livingstone,Outside Offstump,Short,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Liam Livingstone,Outside Offstump,Short Of A Good Length,1,6,6,5,1,0,5,0,16.67,83.33,16.67,0.0,83.33
Liam Livingstone,Unknown,Unknown,1,5,0,0,0,0,4,1,20.0,,,0.0,80.0
Lungi Ngidi,Unknown,Unknown,3,5,0,0,0,0,3,1,60.0,,,0.0,60.0
M Shahrukh Khan,Down Leg,Good Length,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
M Shahrukh Khan,Down Leg,Short Of A Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
M Shahrukh Khan,On The Stumps,Full,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
M Shahrukh Khan,On The Stumps,Full Toss,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
M Shahrukh Khan,On The Stumps,Good Length,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
M Shahrukh Khan,Outside Offstump,Full,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
M Shahrukh Khan,Outside Offstump,Short,13,4,4,4,0,2,0,0,325.0,100.0,0.0,50.0,0.0
Marco Jansen,Outside Offstump,Full,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marco Jansen,Outside Offstump,Good Length,2,4,4,3,1,0,2,1,50.0,75.0,25.0,0.0,50.0
Marco Jansen,Outside Offstump,Short Of A Good Length,7,3,3,3,0,1,1,0,233.33,100.0,0.0,33.33,33.33
Marco Jansen,Wide Outside Offstump,Short Of A Good Length,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Marcus Stoinis,On The Stumps,Full,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Marcus Stoinis,Outside Offstump,Full Toss,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Marcus Stoinis,Outside Offstump,Good Length,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marcus Stoinis,Outside Offstump,Short Of A Good Length,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Marcus Stoinis,Unknown,Unknown,10,5,0,0,0,2,1,0,200.0,,,40.0,20.0
Marcus Stoinis,Wide Outside Offstump,Full,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Matt Henry,On The Stumps,Full,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Matt Henry,On The Stumps,Full Toss,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Matt Henry,On The Stumps,Short Of A Good Length,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Matt Henry,Outside Offstump,Full,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Matt Henry,Outside Offstump,Good Length,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Matt Henry,Outside Offstump,Short,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Matt Henry,Outside Offstump,Short Of A Good Length,4,2,2,0,2,1,1,1,200.0,0.0,100.0,50.0,50.0
Matthew Short,On The Stumps,Good Length,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Matthew Short,On The Stumps,Short,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Matthew Short,Outside Offstump,Good Length,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Matthew Short,Outside Offstump,Short Of A Good Length,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Matthew Short,Unknown,Unknown,34,30,0,0,0,3,8,1,113.33,,,10.0,26.67
Matthew Short,Wide Outside Offstump,Short Of A Good Length,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Mitchell Marsh,On The Stumps,Full,2,4,4,3,1,0,2,1,50.0,75.0,25.0,0.0,50.0
Mitchell Marsh,On The Stumps,Good Length,23,13,13,10,3,3,5,1,176.92,76.92,23.08,23.08,38.46
Mitchell Marsh,On The Stumps,Short,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Mitchell Marsh,On The Stumps,Short Of A Good Length,2,3,3,1,2,0,1,0,66.67,33.33,66.67,0.0,33.33
Mitchell Marsh,Outside Offstump,Full,14,9,9,6,3,2,3,1,155.56,66.67,33.33,22.22,33.33
Mitchell Marsh,Outside Offstump,Good Length,9,9,9,7,2,1,5,0,100.0,77.78,22.22,11.11,55.56
Mitchell Marsh,Outside Offstump,Short,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Marsh,Outside Offstump,Short Of A Good Length,24,15,15,10,5,5,6,1,160.0,66.67,33.33,33.33,40.0
Mitchell Marsh,Unknown,Unknown,40,32,0,0,0,5,12,1,125.0,,,15.62,37.5
Mitchell Santner,Down Leg,Yorker,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Santner,On The Stumps,Good Length,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Santner,On The Stumps,Short,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
