season,season_year,match_id,start_date,venue,innings,batting_team,opposition,player,own_15_ball_phase,phase_label,runs,balls,expected_runs,runs_above_expected,innings_runs,strike_rate,expected_sr,runs_above_expected_per_100,player_innings_ball_range
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Hardik Pandya,1,1-15,28,15,19.67,8.33,28,186.67,131.15,55.52,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Hardik Pandya,2,16-30,12,7,11.19,0.81,12,171.43,159.92,11.51,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Mitchell Santner,1,1-15,8,6,8.41,-0.41,8,133.33,140.1,-6.76,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Naman Dhir,1,1-15,1,2,2.52,-1.52,1,50.0,126.22,-76.22,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Rohit Sharma,1,1-15,19,13,17.89,1.11,19,146.15,137.64,8.51,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Ryan Rickelton,1,1-15,29,15,20.9,8.1,29,193.33,139.33,54.0,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Ryan Rickelton,2,16-30,8,7,11.03,-3.03,8,114.29,157.57,-43.28,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Sherfane Rutherford,1,1-15,23,15,21.66,1.34,23,153.33,144.4,8.94,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Sherfane Rutherford,2,16-30,42,15,29.15,12.85,42,280.0,194.33,85.67,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Sherfane Rutherford,3,31-45,6,1,2.12,3.88,6,600.0,211.56,388.44,31-45
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Suryakumar Yadav,1,1-15,26,15,19.19,6.81,26,173.33,127.93,45.4,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Suryakumar Yadav,2,16-30,7,7,10.29,-3.29,7,100.0,146.96,-46.96,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",2,Mumbai Indians,Royal Challengers Bengaluru,Tilak Varma,1,1-15,1,3,3.22,-2.22,1,33.33,107.42,-74.08,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Abhishek Sharma,1,1-15,0,1,1.03,-1.03,0,0.0,102.82,-102.82,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Aniket Verma,1,1-15,6,5,8.02,-2.02,6,120.0,160.5,-40.5,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Heinrich Klaasen,1,1-15,28,15,18.37,9.63,28,186.67,122.46,64.21,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Heinrich Klaasen,2,16-30,12,11,18.22,-6.22,12,109.09,165.65,-56.56,16-30
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,1,1-15,21,15,18.69,2.31,21,140.0,124.57,15.43,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,2,16-30,34,15,21.27,12.73,34,226.67,141.81,84.86,16-30
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,3,31-45,36,14,20.55,15.45,36,257.14,146.77,110.37,31-45
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Nitish Kumar Reddy,1,1-15,28,13,20.53,7.47,28,215.38,157.95,57.43,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Salil Arora,1,1-15,24,13,21.12,2.88,24,184.62,162.46,22.15,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,1,1-15,16,15,19.31,-3.31,16,106.67,128.7,-22.04,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,2,16-30,2,3,3.97,-1.97,2,66.67,132.34,-65.67,16-30
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Dhruv Jurel,1,1-15,0,2,2.0,-2.0,0,0.0,100.18,-100.18,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Donovan Ferreira,1,1-15,24,15,13.91,10.09,24,160.0,92.74,67.26,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Donovan Ferreira,2,16-30,23,15,18.42,4.58,23,153.33,122.79,30.54,16-30
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Donovan Ferreira,3,31-45,22,14,20.58,1.42,22,157.14,147.02,10.12,31-45
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Jofra Archer,1,1-15,2,5,5.28,-3.28,2,40.0,105.67,-65.67,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Lhuan-dre Pretorius,1,1-15,0,2,1.79,-1.79,0,0.0,89.39,-89.39,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Nandre Burger,1,1-15,3,5,5.23,-2.23,3,60.0,104.53,-44.53,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravi Bishnoi,1,1-15,0,1,0.92,-0.92,0,0.0,92.06,-92.06,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravindra Jadeja,1,1-15,21,15,14.52,6.48,21,140.0,96.83,43.17,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravindra Jadeja,2,16-30,23,15,19.62,3.38,23,153.33,130.8,22.54,16-30
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Ravindra Jadeja,3,31-45,1,2,3.0,-2.0,1,50.0,149.81,-99.81,31-45
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Riyan Parag,1,1-15,4,6,5.1,-1.1,4,66.67,84.94,-18.28,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Tushar Deshpande,1,1-15,25,11,12.33,12.67,25,227.27,112.05,115.23,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Vaibhav Sooryavanshi,1,1-15,0,1,1.19,-1.19,0,0.0,118.68,-118.68,1-15
2026,2026,1529264,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Rajasthan Royals,Sunrisers Hyderabad,Yashasvi Jaiswal,1,1-15,1,5,4.6,-3.6,1,20.0,92.02,-72.02,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Ayush Mhatre,1,1-15,38,15,19.98,18.02,38,253.33,133.23,120.11,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Ayush Mhatre,2,16-30,0,2,3.26,-3.26,0,0.0,162.84,-162.84,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Dewald Brevis,1,1-15,17,15,19.31,-2.31,17,113.33,128.73,-15.4,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Dewald Brevis,2,16-30,24,14,23.78,0.22,24,171.43,169.85,1.58,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Jamie Overton,1,1-15,7,6,9.09,-2.09,7,116.67,151.52,-34.85,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Ruturaj Gaikwad,1,1-15,7,6,7.35,-0.35,7,116.67,122.51,-5.84,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sanju Samson,1,1-15,23,15,20.52,2.48,23,153.33,136.81,16.53,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sanju Samson,2,16-30,19,15,21.2,-2.2,19,126.67,141.34,-14.67,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sanju Samson,3,31-45,6,2,2.92,3.08,6,300.0,145.84,154.16,31-45
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sarfaraz Khan,1,1-15,16,15,20.75,-4.75,16,106.67,138.34,-31.67,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Sarfaraz Khan,2,16-30,7,3,5.18,1.82,7,233.33,172.6,60.73,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Kolkata Knight Riders,Shivam Dube,1,1-15,13,12,19.69,-6.69,13,108.33,164.06,-55.73,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ajinkya Rahane,1,1-15,17,15,17.98,-0.98,17,113.33,119.86,-6.52,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ajinkya Rahane,2,16-30,11,7,9.33,1.67,11,157.14,133.33,23.82,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Angkrish Raghuvanshi,1,1-15,21,15,17.18,3.82,21,140.0,114.51,25.49,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Angkrish Raghuvanshi,2,16-30,6,4,5.47,0.53,6,150.0,136.79,13.21,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Anukul Roy,1,1-15,1,1,1.19,-0.19,1,100.0,119.32,-19.32,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Cameron Green,1,1-15,0,1,0.94,-0.94,0,0.0,94.31,-94.31,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Finn Allen,1,1-15,1,3,3.54,-2.54,1,33.33,118.13,-84.8,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ramandeep Singh,1,1-15,22,15,16.89,5.11,22,146.67,112.63,34.04,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Ramandeep Singh,2,16-30,13,8,13.29,-0.29,13,162.5,166.07,-3.57,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Rinku Singh,1,1-15,6,12,12.93,-6.93,6,50.0,107.72,-57.72,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Rovman Powell,1,1-15,21,15,17.18,3.82,21,140.0,114.52,25.48,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Rovman Powell,2,16-30,10,7,11.59,-1.59,10,142.86,165.55,-22.69,16-30
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Sunil Narine,1,1-15,24,15,20.2,3.8,24,160.0,134.69,25.31,1-15
2026,2026,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,Sunil Narine,2,16-30,0,2,3.24,-3.24,0,0.0,161.8,-161.8,16-30
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Abdul Samad,1,1-15,0,2,1.94,-1.94,0,0.0,97.0,-97.0,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Aiden Markram,1,1-15,12,8,10.43,1.57,12,150.0,130.39,19.61,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Avesh Khan,1,1-15,1,2,2.06,-1.06,1,50.0,103.23,-53.23,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Ayush Badoni,1,1-15,26,15,17.19,8.81,26,173.33,114.6,58.73,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Ayush Badoni,2,16-30,12,9,12.55,-0.55,12,133.33,139.45,-6.11,16-30
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Digvesh Rathi,1,1-15,0,3,3.16,-3.16,0,0.0,105.35,-105.35,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,George Linde,1,1-15,7,7,8.56,-1.56,7,100.0,122.33,-22.33,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mitchell Marsh,1,1-15,19,15,20.73,-1.73,19,126.67,138.2,-11.54,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mitchell Marsh,2,16-30,20,15,20.08,-0.08,20,133.33,133.85,-0.51,16-30
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mitchell Marsh,3,31-45,1,2,2.51,-1.51,1,50.0,125.67,-75.67,31-45
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mohammed Shami,1,1-15,0,1,1.07,-1.07,0,0.0,107.26,-107.26,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mukul Choudhary,1,1-15,18,15,16.99,1.01,18,120.0,113.27,6.73,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Mukul Choudhary,2,16-30,21,13,20.17,0.83,21,161.54,155.14,6.4,16-30
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Nicholas Pooran,1,1-15,1,7,8.05,-7.05,1,14.29,115.02,-100.73,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,Rishabh Pant,1,1-15,1,6,7.18,-6.18,1,16.67,119.7,-103.04,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Devdutt Padikkal,1,1-15,10,11,13.5,-3.5,10,90.91,122.74,-31.83,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Jitesh Sharma,1,1-15,23,9,10.56,12.44,23,255.56,117.29,138.27,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Phil Salt,1,1-15,7,8,9.9,-2.9,7,87.5,123.71,-36.21,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Rajat Patidar,1,1-15,27,13,15.66,11.34,27,207.69,120.49,87.2,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Romario Shepherd,1,1-15,14,8,10.09,3.91,14,175.0,126.14,48.86,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Tim David,1,1-15,14,8,9.82,4.18,14,175.0,122.78,52.22,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Virat Kohli,1,1-15,35,15,20.66,14.34,35,233.33,137.76,95.57,1-15
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Virat Kohli,2,16-30,12,15,21.66,-9.66,12,80.0,144.38,-64.38,16-30
2026,2026,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,Virat Kohli,3,31-45,2,4,5.32,-3.32,2,50.0,133.05,-83.05,31-45
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Hardik Pandya,1,1-15,14,12,18.46,-4.46,14,116.67,153.86,-37.2,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Naman Dhir,1,1-15,26,15,18.38,7.62,26,173.33,122.55,50.78,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Naman Dhir,2,16-30,24,15,21.79,2.21,24,160.0,145.25,14.75,16-30
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Naman Dhir,3,31-45,0,1,1.59,-1.59,0,0.0,158.63,-158.63,31-45
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Quinton de Kock,1,1-15,26,15,18.73,7.27,26,173.33,124.88,48.46,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Quinton de Kock,2,16-30,25,15,20.54,4.46,25,166.67,136.93,29.74,16-30
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Quinton de Kock,3,31-45,30,15,22.64,7.36,30,200.0,150.95,49.05,31-45
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Quinton de Kock,4,46-60,31,15,26.32,4.68,31,206.67,175.5,31.17,46-60
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Ryan Rickelton,1,1-15,2,8,9.13,-7.13,2,25.0,114.18,-89.18,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Sherfane Rutherford,1,1-15,1,5,7.72,-6.72,1,20.0,154.39,-134.39,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Suryakumar Yadav,1,1-15,0,1,1.07,-1.07,0,0.0,106.94,-106.94,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,Tilak Varma,1,1-15,8,3,4.59,3.41,8,266.67,152.88,113.78,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Cooper Connolly,1,1-15,17,12,15.65,1.35,17,141.67,130.43,11.23,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Marcus Stoinis,1,1-15,10,5,7.31,2.69,10,200.0,146.27,53.73,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Prabhsimran Singh,1,1-15,32,15,19.22,12.78,32,213.33,128.13,85.2,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Prabhsimran Singh,2,16-30,32,15,21.97,10.03,32,213.33,146.46,66.87,16-30
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Prabhsimran Singh,3,31-45,16,9,15.32,0.68,16,177.78,170.23,7.55,31-45
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Priyansh Arya,1,1-15,15,9,11.58,3.42,15,166.67,128.69,37.97,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Shreyas Iyer,1,1-15,18,15,18.53,-0.53,18,120.0,123.55,-3.55,1-15
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Shreyas Iyer,2,16-30,31,15,23.64,7.36,31,206.67,157.58,49.08,16-30
2026,2026,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,Shreyas Iyer,3,31-45,17,5,9.0,8.0,17,340.0,180.09,159.91,31-45
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Ajinkya Rahane,1,1-15,0,1,1.19,-1.19,0,0.0,118.98,-118.98,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Angkrish Raghuvanshi,1,1-15,8,4,4.65,3.35,8,200.0,116.13,83.87,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Anukul Roy,1,1-15,9,7,8.13,0.87,9,128.57,116.2,12.37,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Cameron Green,1,1-15,12,15,17.77,-5.77,12,80.0,118.46,-38.46,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Cameron Green,2,16-30,21,15,19.37,1.63,21,140.0,129.11,10.89,16-30
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Cameron Green,3,31-45,43,15,22.77,20.23,43,286.67,151.78,134.89,31-45
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Cameron Green,4,46-60,3,10,20.05,-17.05,3,30.0,200.54,-170.54,46-60
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Kartik Tyagi,1,1-15,6,4,4.55,1.45,6,150.0,113.83,36.17,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Ramandeep Singh,1,1-15,17,8,9.95,7.05,17,212.5,124.42,88.08,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Rinku Singh,1,1-15,1,2,2.38,-1.38,1,50.0,118.93,-68.93,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Rovman Powell,1,1-15,21,15,16.1,4.9,21,140.0,107.31,32.69,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Rovman Powell,2,16-30,6,5,6.45,-0.45,6,120.0,129.03,-9.03,16-30
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,1,1-15,0,5,5.97,-5.97,0,0.0,119.4,-119.4,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Tim Seifert,1,1-15,19,14,18.4,0.6,19,135.71,131.44,4.28,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,Vaibhav Arora,1,1-15,0,1,1.1,-1.1,0,0.0,110.24,-110.24,1-15
2026,2026,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,Glenn Phillips,1,1-15,19,15,24.08,-5.08,19,126.67,160.55,-33.88,1-15
