season,season_year,match_id,start_date,venue,innings,batting_team,opposition,player,own_15_ball_phase,phase_label,runs,balls,expected_runs,runs_above_expected,innings_runs,strike_rate,expected_sr,runs_above_expected_per_100,player_innings_ball_range
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Cameron Green,1,1-15,13,15,19.7,-6.7,13,86.67,131.31,-44.64,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Cameron Green,2,16-30,19,9,16.83,2.17,19,211.11,187.02,24.09,16-30
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Finn Allen,1,1-15,9,8,10.07,-1.07,9,112.5,125.84,-13.34,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Rinku Singh,1,1-15,4,7,8.36,-4.36,4,57.14,119.43,-62.28,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Rovman Powell,1,1-15,27,15,20.73,6.27,27,180.0,138.21,41.79,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",1,Kolkata Knight Riders,Lucknow Super Giants,Rovman Powell,2,16-30,12,9,17.29,-5.29,12,133.33,192.13,-58.8,16-30
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Abdul Samad,1,1-15,2,4,4.2,-2.2,2,50.0,104.9,-54.9,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Aiden Markram,1,1-15,22,15,21.36,0.64,22,146.67,142.42,4.25,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Avesh Khan,1,1-15,1,3,3.46,-2.46,1,33.33,115.23,-81.9,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Ayush Badoni,1,1-15,22,15,18.32,3.68,22,146.67,122.14,24.52,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Ayush Badoni,2,16-30,26,15,20.5,5.5,26,173.33,136.66,36.67,16-30
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Ayush Badoni,3,31-45,6,4,5.87,0.13,6,150.0,146.85,3.15,31-45
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Mitchell Marsh,1,1-15,15,11,14.69,0.31,15,136.36,133.5,2.86,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Mohammed Shami,1,1-15,1,3,3.11,-2.11,1,33.33,103.61,-70.28,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Mukul Choudhary,1,1-15,25,15,18.45,6.55,25,166.67,122.99,43.68,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Mukul Choudhary,2,16-30,29,12,20.37,8.63,29,241.67,169.78,71.88,16-30
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Nicholas Pooran,1,1-15,13,15,18.01,-5.01,13,86.67,120.04,-33.37,1-15
2026,2026,1527688,2026-04-09,"Eden Gardens, Kolkata",2,Lucknow Super Giants,Kolkata Knight Riders,Rishabh Pant,1,1-15,10,9,10.06,-0.06,10,111.11,111.74,-0.63,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Bhuvneshwar Kumar,1,1-15,9,7,8.52,0.48,9,128.57,121.71,6.86,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Devdutt Padikkal,1,1-15,14,7,7.99,6.01,14,200.0,114.13,85.87,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Jitesh Sharma,1,1-15,5,8,8.36,-3.36,5,62.5,104.51,-42.01,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Krunal Pandya,1,1-15,1,6,6.25,-5.25,1,16.67,104.18,-87.52,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Phil Salt,1,1-15,0,1,1.03,-1.03,0,0.0,102.82,-102.82,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Rajat Patidar,1,1-15,15,15,17.08,-2.08,15,100.0,113.9,-13.9,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Rajat Patidar,2,16-30,25,15,21.13,3.87,25,166.67,140.89,25.78,16-30
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Rajat Patidar,3,31-45,23,10,16.28,6.72,23,230.0,162.78,67.22,31-45
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Romario Shepherd,1,1-15,22,11,12.37,9.63,22,200.0,112.44,87.56,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Tim David,1,1-15,13,9,9.84,3.16,13,144.44,109.35,35.09,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Venkatesh Iyer,1,1-15,29,15,20.5,8.5,29,193.33,136.69,56.64,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Virat Kohli,1,1-15,32,15,19.35,12.65,32,213.33,128.98,84.35,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",1,Royal Challengers Bengaluru,Rajasthan Royals,Virat Kohli,2,16-30,0,1,1.56,-1.56,0,0.0,156.34,-156.34,16-30
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Dhruv Jurel,1,1-15,38,15,20.45,17.55,38,253.33,136.3,117.03,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Dhruv Jurel,2,16-30,23,15,25.32,-2.32,23,153.33,168.82,-15.49,16-30
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Dhruv Jurel,3,31-45,20,13,23.73,-3.73,20,153.85,182.57,-28.72,31-45
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Ravindra Jadeja,1,1-15,15,15,21.87,-6.87,15,100.0,145.83,-45.83,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Ravindra Jadeja,2,16-30,9,10,17.94,-8.94,9,90.0,179.42,-89.42,16-30
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Riyan Parag,1,1-15,3,5,6.59,-3.59,3,60.0,131.89,-71.89,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Shimron Hetmyer,1,1-15,0,1,1.23,-1.23,0,0.0,123.03,-123.03,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Vaibhav Sooryavanshi,1,1-15,53,15,20.42,32.58,53,353.33,136.13,217.2,1-15
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Vaibhav Sooryavanshi,2,16-30,25,11,18.75,6.25,25,227.27,170.48,56.79,16-30
2026,2026,1527689,2026-04-10,"Barsapara Cricket Stadium, Guwahati",2,Rajasthan Royals,Royal Challengers Bengaluru,Yashasvi Jaiswal,1,1-15,13,8,10.04,2.96,13,162.5,125.44,37.06,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Abhishek Sharma,1,1-15,41,15,21.81,19.19,41,273.33,145.43,127.91,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Abhishek Sharma,2,16-30,33,13,23.48,9.52,33,253.85,180.63,73.22,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Aniket Verma,1,1-15,18,9,13.89,4.11,18,200.0,154.35,45.65,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Harsh Dubey,1,1-15,1,2,3.09,-2.09,1,50.0,154.53,-104.53,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Heinrich Klaasen,1,1-15,16,15,21.68,-5.68,16,106.67,144.5,-37.84,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Heinrich Klaasen,2,16-30,21,15,27.89,-6.89,21,140.0,185.92,-45.92,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Heinrich Klaasen,3,31-45,2,3,6.26,-4.26,2,66.67,208.78,-142.12,31-45
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Ishan Kishan,1,1-15,26,15,21.78,4.22,26,173.33,145.22,28.11,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Ishan Kishan,2,16-30,1,2,3.45,-2.45,1,50.0,172.26,-122.26,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Nitish Kumar Reddy,1,1-15,0,1,1.53,-1.53,0,0.0,152.86,-152.86,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Salil Arora,1,1-15,9,8,13.1,-4.1,9,112.5,163.74,-51.24,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Travis Head,1,1-15,31,15,21.71,9.29,31,206.67,144.71,61.95,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1,Sunrisers Hyderabad,Punjab Kings,Travis Head,2,16-30,7,8,13.41,-6.41,7,87.5,167.65,-80.15,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Cooper Connolly,1,1-15,11,12,16.1,-5.1,11,91.67,134.16,-42.49,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Nehal Wadhera,1,1-15,14,14,20.8,-6.8,14,100.0,148.59,-48.59,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Prabhsimran Singh,1,1-15,36,15,21.17,14.83,36,240.0,141.13,98.87,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Prabhsimran Singh,2,16-30,15,10,16.44,-1.44,15,150.0,164.37,-14.37,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Priyansh Arya,1,1-15,46,15,21.39,24.61,46,306.67,142.62,164.04,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Priyansh Arya,2,16-30,11,5,8.72,2.28,11,220.0,174.32,45.68,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Shashank Singh,1,1-15,16,9,14.83,1.17,16,177.78,164.73,13.05,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Shreyas Iyer,1,1-15,24,15,21.68,2.32,24,160.0,144.52,15.48,1-15
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Shreyas Iyer,2,16-30,42,15,27.3,14.7,42,280.0,181.98,98.02,16-30
2026,2026,1527690,2026-04-11,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2,Punjab Kings,Sunrisers Hyderabad,Shreyas Iyer,3,31-45,3,3,6.07,-3.07,3,100.0,202.27,-102.27,31-45
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Ayush Mhatre,1,1-15,24,15,18.82,5.18,24,160.0,125.46,34.54,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Ayush Mhatre,2,16-30,30,15,23.83,6.17,30,200.0,158.9,41.1,16-30
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Ayush Mhatre,3,31-45,5,6,11.02,-6.02,5,83.33,183.63,-100.29,31-45
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,1,1-15,13,15,21.36,-8.36,13,86.67,142.43,-55.76,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,2,16-30,2,3,4.78,-2.78,2,66.67,159.21,-92.55,16-30
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Sanju Samson,1,1-15,35,15,21.15,13.85,35,233.33,140.99,92.34,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Sanju Samson,2,16-30,21,15,21.89,-0.89,21,140.0,145.91,-5.91,16-30
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Sanju Samson,3,31-45,35,15,23.57,11.43,35,233.33,157.14,76.2,31-45
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Sanju Samson,4,46-60,24,11,20.61,3.39,24,218.18,187.33,30.85,46-60
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",1,Chennai Super Kings,Delhi Capitals,Shivam Dube,1,1-15,20,10,17.7,2.3,20,200.0,177.04,22.96,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Ashutosh Sharma,1,1-15,19,10,13.17,5.83,19,190.0,131.66,58.34,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Auqib Nabi,1,1-15,4,2,2.34,1.66,4,200.0,117.05,82.95,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Axar Patel,1,1-15,1,2,2.02,-1.02,1,50.0,100.78,-50.78,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,David Miller,1,1-15,17,14,16.85,0.15,17,121.43,120.33,1.1,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,KL Rahul,1,1-15,18,10,13.16,4.84,18,180.0,131.56,48.44,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Kuldeep Yadav,1,1-15,4,7,8.84,-4.84,4,57.14,126.28,-69.13,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Lungi Ngidi,1,1-15,3,5,6.17,-3.17,3,60.0,123.35,-63.35,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Pathum Nissanka,1,1-15,27,15,21.67,5.33,27,180.0,144.47,35.53,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Pathum Nissanka,2,16-30,14,9,16.17,-2.17,14,155.56,179.66,-24.1,16-30
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Sameer Rizvi,1,1-15,6,9,10.06,-4.06,6,66.67,111.8,-45.13,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,T Natarajan,1,1-15,1,2,2.31,-1.31,1,50.0,115.63,-65.63,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Tristan Stubbs,1,1-15,22,15,18.12,3.88,22,146.67,120.8,25.86,1-15
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Tristan Stubbs,2,16-30,28,15,23.63,4.37,28,186.67,157.54,29.13,16-30
2026,2026,1527691,2026-04-11,"MA Chidambaram Stadium, Chepauk, Chennai",2,Delhi Capitals,Chennai Super Kings,Tristan Stubbs,3,31-45,10,8,14.33,-4.33,10,125.0,179.07,-54.07,31-45
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Abdul Samad,1,1-15,13,15,17.17,-4.17,13,86.67,114.5,-27.83,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Abdul Samad,2,16-30,5,7,9.62,-4.62,5,71.43,137.4,-65.97,16-30
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Aiden Markram,1,1-15,22,15,19.92,2.08,22,146.67,132.82,13.85,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Aiden Markram,2,16-30,8,6,8.21,-0.21,8,133.33,136.89,-3.55,16-30
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Avesh Khan,1,1-15,4,1,1.12,2.88,4,400.0,111.99,288.01,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Ayush Badoni,1,1-15,9,11,12.7,-3.7,9,81.82,115.49,-33.67,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,George Linde,1,1-15,16,10,12.61,3.39,16,160.0,126.06,33.94,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Mitchell Marsh,1,1-15,11,4,4.85,6.15,11,275.0,121.26,153.74,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Mohammed Shami,1,1-15,12,5,5.98,6.02,12,240.0,119.66,120.34,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Mukul Choudhary,1,1-15,18,14,17.92,0.08,18,128.57,127.99,0.58,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Nicholas Pooran,1,1-15,12,15,17.17,-5.17,12,80.0,114.46,-34.46,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Nicholas Pooran,2,16-30,7,6,8.29,-1.29,7,116.67,138.15,-21.48,16-30
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Lucknow Super Giants,Gujarat Titans,Rishabh Pant,1,1-15,18,11,14.06,3.94,18,163.64,127.79,35.85,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Jos Buttler,1,1-15,22,15,18.64,3.36,22,146.67,124.26,22.41,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Jos Buttler,2,16-30,32,15,22.07,9.93,32,213.33,147.13,66.2,16-30
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Jos Buttler,3,31-45,6,7,11.05,-5.05,6,85.71,157.92,-72.2,31-45
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Rahul Tewatia,1,1-15,10,8,12.22,-2.22,10,125.0,152.7,-27.7,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Sai Sudharsan,1,1-15,15,14,19.07,-4.07,15,107.14,136.2,-29.06,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Shubman Gill,1,1-15,22,15,20.94,1.06,22,146.67,139.61,7.06,1-15
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Shubman Gill,2,16-30,25,15,21.36,3.64,25,166.67,142.39,24.28,16-30
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Shubman Gill,3,31-45,9,10,14.97,-5.97,9,90.0,149.66,-59.66,31-45
2026,2026,1527692,2026-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Gujarat Titans,Lucknow Super Giants,Washington Sundar,1,1-15,21,13,20.79,0.21,21,161.54,159.95,1.59,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Jitesh Sharma,1,1-15,10,9,15.03,-5.03,10,111.11,166.94,-55.83,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Phil Salt,1,1-15,34,15,20.88,13.12,34,226.67,139.19,87.48,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Phil Salt,2,16-30,35,15,23.92,11.08,35,233.33,159.49,73.84,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Phil Salt,3,31-45,9,6,9.5,-0.5,9,150.0,158.31,-8.31,31-45
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Rajat Patidar,1,1-15,48,15,22.34,25.66,48,320.0,148.92,171.08,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Rajat Patidar,2,16-30,5,5,9.38,-4.38,5,100.0,187.67,-87.67,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Romario Shepherd,1,1-15,2,2,3.37,-1.37,2,100.0,168.52,-68.52,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Tim David,1,1-15,28,15,26.89,1.11,28,186.67,179.28,7.39,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Tim David,2,16-30,6,1,2.14,3.86,6,600.0,214.04,385.96,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Virat Kohli,1,1-15,22,15,20.79,1.21,22,146.67,138.58,8.08,1-15
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Virat Kohli,2,16-30,17,15,22.4,-5.4,17,113.33,149.36,-36.03,16-30
2026,2026,1527693,2026-04-12,"Wankhede Stadium, Mumbai",1,Royal Challengers Bengaluru,Mumbai Indians,Virat Kohli,3,31-45,11,8,14.62,-3.62,11,137.5,182.71,-45.21,31-45
